season,state_bucket,opponent_run_prevention_bucket,count,eventually_won_rate,tied_or_led_later_rate,scored_next_1_inning_rate,scored_next_2_innings_rate,reduced_deficit_next_2_rate,within_1_next_2_rate,baseline_count,eventually_won_baseline_rate,eventually_won_lift,tied_or_led_later_baseline_rate,tied_or_led_later_lift,scored_next_1_inning_baseline_rate,scored_next_1_inning_lift,scored_next_2_innings_baseline_rate,scored_next_2_innings_lift,reduced_deficit_next_2_baseline_rate,reduced_deficit_next_2_lift,within_1_next_2_baseline_rate,within_1_next_2_lift
2023,down_2_late_7_plus,40_45,480,0.1229,0.1708,0.3104,0.3542,0.3021,0.3021,3321,0.1186,0.0043,0.174,-0.0032,0.3342,-0.0238,0.3927,-0.0385,0.3219,-0.0198,0.3219,-0.0198
2023,down_3_early_1_3,45_50,480,0.2062,0.3521,0.4417,0.6125,0.4771,0.3312,1690,0.226,-0.0198,0.3657,-0.0136,0.4385,0.0032,0.5964,0.0161,0.458,0.0191,0.2817,0.0495
2023,down_5_plus_f5_1_5,45_50,477,0.0356,0.0587,0.4256,0.5807,0.4759,0.0503,1901,0.0395,-0.0039,0.0631,-0.0044,0.3924,0.0332,0.5692,0.0115,0.4477,0.0282,0.0568,-0.0065
2023,down_3_early_1_3,50_55,472,0.2119,0.3686,0.4661,0.6229,0.4597,0.2818,1690,0.226,-0.0141,0.3657,0.0029,0.4385,0.0276,0.5964,0.0265,0.458,0.0017,0.2817,0.0001
2025,down_1_middle_6,50_55,470,0.3383,0.4745,0.3574,0.5064,0.4,0.983,1601,0.3279,0.0104,0.4859,-0.0114,0.3691,-0.0117,0.524,-0.0176,0.4204,-0.0204,0.9781,0.0049
2025,down_2_late_7_plus,40_45,460,0.1587,0.1978,0.4043,0.4848,0.413,0.413,3185,0.1058,0.0529,0.1799,0.0179,0.3341,0.0702,0.3962,0.0886,0.3353,0.0777,0.3353,0.0777
2025,down_3_f5_1_5,45_50,456,0.1075,0.1842,0.3816,0.5351,0.3684,0.1952,1710,0.1357,-0.0282,0.2216,-0.0374,0.3713,0.0103,0.5222,0.0129,0.4146,-0.0462,0.2444,-0.0492
2023,down_1_middle_6,50_55,452,0.3473,0.5531,0.4159,0.5708,0.4668,0.969,1639,0.3295,0.0178,0.5095,0.0436,0.3905,0.0254,0.5503,0.0205,0.446,0.0208,0.975,-0.006
2023,down_1_middle_6,45_50,451,0.3171,0.5299,0.3792,0.5499,0.459,0.969,1639,0.3295,-0.0124,0.5095,0.0204,0.3905,-0.0113,0.5503,-0.0004,0.446,0.013,0.975,-0.006
2025,down_1_early_1_3,lt_40,448,0.5045,0.7054,0.4129,0.5647,0.4844,0.9576,5522,0.3892,0.1153,0.648,0.0574,0.404,0.0089,0.5594,0.0053,0.4591,0.0253,0.958,-0.0004
2025,down_5_plus_f5_1_5,45_50,438,0.0228,0.0594,0.4041,0.5365,0.4132,0.0388,1789,0.0369,-0.0141,0.0598,-0.0004,0.4203,-0.0162,0.5696,-0.0331,0.4477,-0.0345,0.0464,-0.0076
2025,down_3_early_1_3,50_55,433,0.2171,0.3118,0.3972,0.5589,0.4319,0.2725,1574,0.1887,0.0284,0.3253,-0.0135,0.3952,0.002,0.5559,0.003,0.425,0.0069,0.2541,0.0184
2025,down_3_late_7_plus,55_60,428,0.0584,0.0864,0.3131,0.3738,0.3014,0.1519,2484,0.0431,0.0153,0.0761,0.0103,0.318,-0.0049,0.3732,0.0006,0.3019,-0.0005,0.1514,0.0005
2024,down_5_plus_f5_1_5,45_50,426,0.0704,0.0962,0.4061,0.5775,0.4883,0.0657,1894,0.0491,0.0213,0.0692,0.027,0.3685,0.0376,0.5148,0.0627,0.4197,0.0686,0.0533,0.0124
2023,down_4_late_7_plus,55_60,425,0.0212,0.0376,0.2565,0.3035,0.2424,0.0824,2125,0.0245,-0.0033,0.0381,-0.0005,0.3233,-0.0668,0.3751,-0.0716,0.2894,-0.047,0.0776,0.0048
2025,down_2_early_1_3,40_45,419,0.2888,0.4797,0.3723,0.5418,0.4153,0.4153,2763,0.2649,0.0239,0.4629,0.0168,0.3959,-0.0236,0.553,-0.0112,0.447,-0.0317,0.447,-0.0317
2025,down_3_early_1_3,45_50,419,0.1623,0.3246,0.3699,0.5513,0.3914,0.2076,1574,0.1887,-0.0264,0.3253,-0.0007,0.3952,-0.0253,0.5559,-0.0046,0.425,-0.0336,0.2541,-0.0465
2024,down_2_early_1_3,40_45,415,0.2578,0.4627,0.3542,0.5325,0.4289,0.4289,3030,0.2554,0.0024,0.4502,0.0125,0.3835,-0.0293,0.5419,-0.0094,0.4145,0.0144,0.4145,0.0144
2024,down_4_late_7_plus,55_60,408,0.0147,0.0196,0.326,0.375,0.3162,0.0637,2139,0.0276,-0.0129,0.0383,-0.0187,0.323,0.003,0.3806,-0.0056,0.3249,-0.0087,0.0827,-0.019
2024,down_2_late_7_plus,40_45,405,0.1309,0.1926,0.4074,0.4444,0.3654,0.3654,3327,0.1214,0.0095,0.1776,0.015,0.3408,0.0666,0.3956,0.0488,0.3267,0.0387,0.3267,0.0387
2023,down_3_late_7_plus,55_60,402,0.0945,0.1468,0.4055,0.4478,0.3706,0.2264,2579,0.0613,0.0332,0.0954,0.0514,0.3373,0.0682,0.3889,0.0589,0.3075,0.0631,0.1706,0.0558
2025,down_1_middle_6,45_50,397,0.3451,0.529,0.4005,0.5542,0.4509,0.9798,1601,0.3279,0.0172,0.4859,0.0431,0.3691,0.0314,0.524,0.0302,0.4204,0.0305,0.9781,0.0017
2024,down_1_middle_6,45_50,394,0.2792,0.4645,0.3503,0.4975,0.4036,0.9772,1608,0.3346,-0.0554,0.51,-0.0455,0.3943,-0.044,0.5647,-0.0672,0.449,-0.0454,0.9826,-0.0054
2024,down_2_middle_6,50_55,392,0.2143,0.3342,0.4668,0.5816,0.4872,0.4872,1291,0.206,0.0083,0.3238,0.0104,0.4361,0.0307,0.5655,0.0161,0.4547,0.0325,0.4547,0.0325
2024,down_3_f5_1_5,55_60,390,0.1103,0.1821,0.3949,0.5103,0.4385,0.2231,1931,0.13,-0.0197,0.2258,-0.0437,0.392,0.0029,0.5298,-0.0195,0.4247,0.0138,0.2496,-0.0265
2024,down_4_f5_1_5,50_55,389,0.0823,0.1362,0.3522,0.5064,0.3856,0.1362,1221,0.0844,-0.0021,0.1532,-0.017,0.3931,-0.0409,0.5569,-0.0505,0.4398,-0.0542,0.1507,-0.0145
2024,down_3_early_1_3,45_50,388,0.1598,0.2629,0.3686,0.5335,0.4072,0.2191,1634,0.1707,-0.0109,0.2803,-0.0174,0.4002,-0.0316,0.5532,-0.0197,0.4278,-0.0206,0.2301,-0.011
2023,down_2_middle_6,50_55,380,0.1658,0.2658,0.3895,0.5132,0.4158,0.4158,1240,0.1984,-0.0326,0.3056,-0.0398,0.3903,-0.0008,0.5379,-0.0247,0.4323,-0.0165,0.4323,-0.0165
2023,down_5_plus_late_7_plus,60_plus,380,0.0,0.0,0.2789,0.3421,0.2684,0.0026,4855,0.0054,-0.0054,0.0072,-0.0072,0.3574,-0.0785,0.4122,-0.0701,0.3429,-0.0745,0.0185,-0.0159
2024,down_2_f5_1_5,40_45,376,0.2633,0.391,0.4495,0.617,0.4761,0.4761,2806,0.2217,0.0416,0.3553,0.0357,0.3813,0.0682,0.5474,0.0696,0.4195,0.0566,0.4195,0.0566
2024,down_5_plus_f5_1_5,55_60,376,0.0372,0.0505,0.3537,0.5133,0.4149,0.0532,1894,0.0491,-0.0119,0.0692,-0.0187,0.3685,-0.0148,0.5148,-0.0015,0.4197,-0.0048,0.0533,-0.0001
2025,down_3_late_7_plus,40_45,376,0.0559,0.0957,0.3138,0.367,0.2899,0.1649,2484,0.0431,0.0128,0.0761,0.0196,0.318,-0.0042,0.3732,-0.0062,0.3019,-0.012,0.1514,0.0135
2023,down_5_plus_f5_1_5,55_60,374,0.0374,0.0642,0.377,0.5535,0.4412,0.0561,1901,0.0395,-0.0021,0.0631,0.0011,0.3924,-0.0154,0.5692,-0.0157,0.4477,-0.0065,0.0568,-0.0007
2023,down_1_early_1_3,lt_40,372,0.4597,0.7043,0.543,0.6909,0.5699,0.9543,5257,0.3827,0.077,0.6371,0.0672,0.4141,0.1289,0.5632,0.1277,0.4392,0.1307,0.9583,-0.004
2023,down_2_early_1_3,40_45,371,0.2803,0.4394,0.3261,0.4771,0.3666,0.3666,2917,0.2989,-0.0186,0.505,-0.0656,0.432,-0.1059,0.5883,-0.1112,0.4758,-0.1092,0.4758,-0.1092
2025,down_2_f5_1_5,40_45,369,0.2791,0.4363,0.4472,0.6152,0.477,0.477,2589,0.2364,0.0427,0.4002,0.0361,0.409,0.0382,0.5577,0.0575,0.4434,0.0336,0.4434,0.0336
2023,down_5_plus_middle_6,50_55,364,0.022,0.0302,0.4533,0.6648,0.4918,0.0192,1330,0.0195,0.0025,0.0331,-0.0029,0.4113,0.042,0.5887,0.0761,0.4549,0.0369,0.0406,-0.0214
2025,down_5_plus_late_7_plus,lt_40,362,0.0,0.0138,0.3066,0.3481,0.3122,0.0138,5064,0.0057,-0.0057,0.0079,0.0059,0.3474,-0.0408,0.4017,-0.0536,0.3323,-0.0201,0.0166,-0.0028
2025,down_4_f5_1_5,50_55,360,0.0833,0.1194,0.3556,0.5139,0.425,0.1583,1146,0.0864,-0.0031,0.1257,-0.0063,0.3927,-0.0371,0.5515,-0.0376,0.4564,-0.0314,0.1405,0.0178
2025,down_2_middle_6,50_55,359,0.1643,0.2981,0.3398,0.4819,0.3955,0.3955,1273,0.1728,-0.0085,0.3009,-0.0028,0.392,-0.0522,0.5169,-0.035,0.4171,-0.0216,0.4171,-0.0216
2025,down_4_late_7_plus,55_60,357,0.028,0.0336,0.2745,0.3193,0.2661,0.0616,1928,0.0239,0.0041,0.0311,0.0025,0.2822,-0.0077,0.333,-0.0137,0.2573,0.0088,0.0705,-0.0089
2025,down_5_plus_middle_6,50_55,354,0.0113,0.0226,0.3927,0.5706,0.4435,0.0537,1288,0.0194,-0.0081,0.0272,-0.0046,0.3773,0.0154,0.5435,0.0271,0.4045,0.039,0.038,0.0157
2025,down_1_late_7_plus,lt_40,353,0.2153,0.3314,0.3456,0.3938,0.3314,0.9943,4136,0.2038,0.0115,0.3039,0.0275,0.3138,0.0318,0.3656,0.0282,0.3039,0.0275,0.9768,0.0175
2023,down_5_plus_middle_6,45_50,352,0.017,0.0341,0.429,0.6023,0.4744,0.0511,1330,0.0195,-0.0025,0.0331,0.001,0.4113,0.0177,0.5887,0.0136,0.4549,0.0195,0.0406,0.0105
2024,down_1_early_1_3,60_plus,349,0.3181,0.7049,0.3926,0.5501,0.4441,0.9628,5340,0.3575,-0.0394,0.6305,0.0744,0.3964,-0.0038,0.5468,0.0033,0.4255,0.0186,0.9541,0.0087
2023,down_2_middle_6,45_50,346,0.1647,0.2803,0.3988,0.5318,0.396,0.396,1240,0.1984,-0.0337,0.3056,-0.0253,0.3903,0.0085,0.5379,-0.0061,0.4323,-0.0363,0.4323,-0.0363
2023,down_4_f5_1_5,45_50,346,0.078,0.159,0.4624,0.6272,0.5058,0.1185,1143,0.0971,-0.0191,0.1557,0.0033,0.4156,0.0468,0.5608,0.0664,0.4558,0.05,0.1382,-0.0197
2024,down_3_early_1_3,55_60,342,0.2368,0.3216,0.4327,0.5556,0.4649,0.2544,1634,0.1707,0.0661,0.2803,0.0413,0.4002,0.0325,0.5532,0.0024,0.4278,0.0371,0.2301,0.0243
2023,down_3_late_7_plus,40_45,339,0.0649,0.1209,0.3569,0.413,0.3628,0.1681,2579,0.0613,0.0036,0.0954,0.0255,0.3373,0.0196,0.3889,0.0241,0.3075,0.0553,0.1706,-0.0025
2025,down_4_f5_1_5,45_50,339,0.0501,0.0885,0.4248,0.5516,0.4808,0.1121,1146,0.0864,-0.0363,0.1257,-0.0372,0.3927,0.0321,0.5515,0.0001,0.4564,0.0244,0.1405,-0.0284
2024,down_2_middle_6,45_50,335,0.2,0.3194,0.409,0.5134,0.406,0.406,1291,0.206,-0.006,0.3238,-0.0044,0.4361,-0.0271,0.5655,-0.0521,0.4547,-0.0487,0.4547,-0.0487
2025,down_2_middle_6,45_50,334,0.1826,0.3144,0.4311,0.5689,0.4521,0.4521,1273,0.1728,0.0098,0.3009,0.0135,0.392,0.0391,0.5169,0.052,0.4171,0.035,0.4171,0.035
2025,down_5_plus_middle_6,45_50,333,0.024,0.036,0.3694,0.5465,0.4234,0.045,1288,0.0194,0.0046,0.0272,0.0088,0.3773,-0.0079,0.5435,0.003,0.4045,0.0189,0.038,0.007
2024,down_3_late_7_plus,40_45,328,0.0427,0.0732,0.3323,0.375,0.3079,0.1341,2744,0.0466,-0.0039,0.0678,0.0054,0.3287,0.0036,0.3812,-0.0062,0.32,-0.0121,0.1396,-0.0055
2025,down_5_plus_f5_1_5,55_60,327,0.0336,0.0367,0.3517,0.5505,0.3792,0.0336,1789,0.0369,-0.0033,0.0598,-0.0231,0.4203,-0.0686,0.5696,-0.0191,0.4477,-0.0685,0.0464,-0.0128
2024,down_5_plus_late_7_plus,lt_40,316,0.0665,0.0665,0.3449,0.4082,0.3861,0.0665,5053,0.0073,0.0592,0.0113,0.0552,0.3275,0.0174,0.3794,0.0288,0.3137,0.0724,0.0263,0.0402
2024,down_1_early_1_3,lt_40,315,0.3302,0.7238,0.4222,0.6,0.4476,0.946,5340,0.3575,-0.0273,0.6305,0.0933,0.3964,0.0258,0.5468,0.0532,0.4255,0.0221,0.9541,-0.0081
2023,down_1_early_1_3,60_plus,306,0.3366,0.6438,0.402,0.5163,0.4314,0.9379,5257,0.3827,-0.0461,0.6371,0.0067,0.4141,-0.0121,0.5632,-0.0469,0.4392,-0.0078,0.9583,-0.0204
2025,down_1_middle_6,55_60,306,0.2745,0.4542,0.3105,0.5098,0.3954,0.9771,1601,0.3279,-0.0534,0.4859,-0.0317,0.3691,-0.0586,0.524,-0.0142,0.4204,-0.025,0.9781,-0.001
2024,down_3_middle_6,50_55,300,0.1167,0.1567,0.3967,0.5067,0.4033,0.23,1020,0.098,0.0187,0.1539,0.0028,0.4118,-0.0151,0.5363,-0.0296,0.4275,-0.0242,0.2392,-0.0092
2025,down_1_f5_1_5,lt_40,300,0.4533,0.6533,0.4167,0.5767,0.4767,0.98,3632,0.3648,0.0885,0.5765,0.0768,0.4025,0.0142,0.5498,0.0269,0.4452,0.0315,0.9722,0.0078
2023,down_1_late_7_plus,lt_40,299,0.3278,0.4147,0.3746,0.4381,0.4147,0.9833,4144,0.2266,0.1012,0.3313,0.0834,0.3448,0.0298,0.3924,0.0457,0.3313,0.0834,0.9718,0.0115
2024,down_5_plus_middle_6,45_50,296,0.0338,0.0507,0.4595,0.5777,0.4932,0.0507,1412,0.0184,0.0154,0.0269,0.0238,0.3817,0.0778,0.5163,0.0614,0.4256,0.0676,0.0276,0.0231
2024,down_1_middle_6,55_60,295,0.3627,0.5322,0.4373,0.6237,0.4678,0.9898,1608,0.3346,0.0281,0.51,0.0222,0.3943,0.043,0.5647,0.059,0.449,0.0188,0.9826,0.0072
2024,down_5_plus_late_7_plus,60_plus,292,0.0,0.0,0.3048,0.339,0.25,0.0068,5053,0.0073,-0.0073,0.0113,-0.0113,0.3275,-0.0227,0.3794,-0.0404,0.3137,-0.0637,0.0263,-0.0195
2023,down_1_middle_6,55_60,289,0.3183,0.4567,0.3875,0.5225,0.4152,0.9792,1639,0.3295,-0.0112,0.5095,-0.0528,0.3905,-0.003,0.5503,-0.0278,0.446,-0.0308,0.975,0.0042
2023,down_4_f5_1_5,50_55,289,0.0865,0.1453,0.4221,0.5779,0.4706,0.1211,1143,0.0971,-0.0106,0.1557,-0.0104,0.4156,0.0065,0.5608,0.0171,0.4558,0.0148,0.1382,-0.0171
2023,down_3_early_1_3,55_60,288,0.2153,0.3542,0.4167,0.566,0.4514,0.2188,1690,0.226,-0.0107,0.3657,-0.0115,0.4385,-0.0218,0.5964,-0.0304,0.458,-0.0066,0.2817,-0.0629
2023,down_5_plus_f5_1_5,40_45,286,0.049,0.0734,0.3112,0.5245,0.3846,0.0455,1901,0.0395,0.0095,0.0631,0.0103,0.3924,-0.0812,0.5692,-0.0447,0.4477,-0.0631,0.0568,-0.0113
2025,down_3_f5_1_5,55_60,285,0.1684,0.2632,0.3789,0.5368,0.4632,0.3228,1710,0.1357,0.0327,0.2216,0.0416,0.3713,0.0076,0.5222,0.0146,0.4146,0.0486,0.2444,0.0784
2025,down_1_early_1_3,60_plus,284,0.4789,0.6901,0.4049,0.5986,0.4859,0.9894,5522,0.3892,0.0897,0.648,0.0421,0.404,0.0009,0.5594,0.0392,0.4591,0.0268,0.958,0.0314
2024,down_4_f5_1_5,45_50,283,0.0742,0.1413,0.3781,0.5371,0.4488,0.1095,1221,0.0844,-0.0102,0.1532,-0.0119,0.3931,-0.015,0.5569,-0.0198,0.4398,0.009,0.1507,-0.0412
2025,down_3_middle_6,50_55,283,0.0777,0.1484,0.417,0.4664,0.4205,0.2544,955,0.0974,-0.0197,0.156,-0.0076,0.3916,0.0254,0.5047,-0.0383,0.422,-0.0015,0.2398,0.0146
2023,down_2_f5_1_5,40_45,282,0.266,0.4468,0.4326,0.5603,0.4574,0.4574,2652,0.2466,0.0194,0.4163,0.0305,0.4427,-0.0101,0.592,-0.0317,0.4729,-0.0155,0.4729,-0.0155
2023,down_3_f5_1_5,40_45,282,0.2234,0.3262,0.383,0.5355,0.4539,0.3298,1832,0.1736,0.0498,0.2735,0.0527,0.4099,-0.0269,0.5617,-0.0262,0.4481,0.0058,0.2702,0.0596
2023,down_3_middle_6,45_50,282,0.1206,0.1738,0.4255,0.5638,0.4504,0.2234,981,0.1305,-0.0099,0.1978,-0.024,0.4149,0.0106,0.5668,-0.003,0.4506,-0.0002,0.2589,-0.0355
2025,down_3_early_1_3,55_60,282,0.195,0.3404,0.344,0.5177,0.4113,0.227,1574,0.1887,0.0063,0.3253,0.0151,0.3952,-0.0512,0.5559,-0.0382,0.425,-0.0137,0.2541,-0.0271
2025,down_5_plus_early_1_3,50_55,281,0.0214,0.089,0.4164,0.6192,0.516,0.0463,893,0.0649,-0.0435,0.1053,-0.0163,0.3751,0.0413,0.5532,0.066,0.4255,0.0905,0.0571,-0.0108
2025,down_5_plus_late_7_plus,60_plus,278,0.0252,0.0252,0.2914,0.3094,0.259,0.0252,5064,0.0057,0.0195,0.0079,0.0173,0.3474,-0.056,0.4017,-0.0923,0.3323,-0.0733,0.0166,0.0086
2023,down_4_early_1_3,45_50,272,0.1029,0.1728,0.4118,0.5515,0.4669,0.1912,914,0.1411,-0.0382,0.2144,-0.0416,0.4344,-0.0226,0.57,-0.0185,0.4431,0.0238,0.1915,-0.0003
2023,down_3_middle_6,50_55,271,0.1033,0.1956,0.3875,0.5424,0.417,0.2657,981,0.1305,-0.0272,0.1978,-0.0022,0.4149,-0.0274,0.5668,-0.0244,0.4506,-0.0336,0.2589,0.0068
2024,down_5_plus_middle_6,55_60,271,0.0074,0.0074,0.3542,0.4908,0.4133,0.0258,1412,0.0184,-0.011,0.0269,-0.0195,0.3817,-0.0275,0.5163,-0.0255,0.4256,-0.0123,0.0276,-0.0018
2024,down_5_plus_early_1_3,50_55,270,0.063,0.0852,0.4259,0.5667,0.4407,0.0407,822,0.1071,-0.0441,0.135,-0.0498,0.4161,0.0098,0.573,-0.0063,0.4672,-0.0265,0.0389,0.0018
2023,down_3_f5_1_5,55_60,268,0.1828,0.2985,0.459,0.5933,0.4776,0.2612,1832,0.1736,0.0092,0.2735,0.025,0.4099,0.0491,0.5617,0.0316,0.4481,0.0295,0.2702,-0.009
2024,down_3_middle_6,45_50,267,0.0712,0.1648,0.4494,0.573,0.4569,0.2547,1020,0.098,-0.0268,0.1539,0.0109,0.4118,0.0376,0.5363,0.0367,0.4275,0.0294,0.2392,0.0155
2025,down_5_plus_f5_1_5,40_45,265,0.034,0.0566,0.4226,0.5547,0.4415,0.0415,1789,0.0369,-0.0029,0.0598,-0.0032,0.4203,0.0023,0.5696,-0.0149,0.4477,-0.0062,0.0464,-0.0049
2024,down_1_late_7_plus,lt_40,263,0.365,0.5057,0.4411,0.5361,0.5057,0.9848,4150,0.232,0.133,0.3383,0.1674,0.3525,0.0886,0.4051,0.131,0.3383,0.1674,0.974,0.0108
2024,down_4_early_1_3,50_55,263,0.1293,0.1977,0.346,0.4791,0.3802,0.0722,803,0.1146,0.0147,0.1918,0.0059,0.3873,-0.0413,0.5268,-0.0477,0.4247,-0.0445,0.1108,-0.0386
2025,down_2_middle_6,55_60,257,0.1712,0.2918,0.3969,0.5019,0.4125,0.4125,1273,0.1728,-0.0016,0.3009,-0.0091,0.392,0.0049,0.5169,-0.015,0.4171,-0.0046,0.4171,-0.0046
2023,down_1_middle_6,40_45,251,0.2629,0.4183,0.3586,0.5299,0.3865,0.9841,1639,0.3295,-0.0666,0.5095,-0.0912,0.3905,-0.0319,0.5503,-0.0204,0.446,-0.0595,0.975,0.0091
2024,down_5_plus_f5_1_5,40_45,251,0.0797,0.1116,0.502,0.6255,0.5339,0.0797,1894,0.0491,0.0306,0.0692,0.0424,0.3685,0.1335,0.5148,0.1107,0.4197,0.1142,0.0533,0.0264
2023,down_4_late_7_plus,40_45,249,0.0361,0.0562,0.3293,0.4096,0.3052,0.1044,2125,0.0245,0.0116,0.0381,0.0181,0.3233,0.006,0.3751,0.0345,0.2894,0.0158,0.0776,0.0268
2023,down_5_plus_late_7_plus,lt_40,247,0.0,0.0,0.2632,0.332,0.2632,0.0,4855,0.0054,-0.0054,0.0072,-0.0072,0.3574,-0.0942,0.4122,-0.0802,0.3429,-0.0797,0.0185,-0.0185
2023,down_5_plus_middle_6,55_60,247,0.0324,0.0405,0.4211,0.5587,0.4453,0.0486,1330,0.0195,0.0129,0.0331,0.0074,0.4113,0.0098,0.5887,-0.03,0.4549,-0.0096,0.0406,0.008
2025,down_3_f5_1_5,40_45,247,0.1619,0.2348,0.3077,0.4494,0.3563,0.2024,1710,0.1357,0.0262,0.2216,0.0132,0.3713,-0.0636,0.5222,-0.0728,0.4146,-0.0583,0.2444,-0.042
2024,down_1_f5_1_5,lt_40,245,0.3878,0.6449,0.4122,0.5551,0.4122,0.9796,3704,0.3386,0.0492,0.5702,0.0747,0.4023,0.0099,0.5664,-0.0113,0.4355,-0.0233,0.9754,0.0042
2024,down_2_middle_6,55_60,245,0.1469,0.249,0.4041,0.5429,0.4327,0.4327,1291,0.206,-0.0591,0.3238,-0.0748,0.4361,-0.032,0.5655,-0.0226,0.4547,-0.022,0.4547,-0.022
2023,down_5_plus_early_1_3,50_55,243,0.1193,0.1399,0.4198,0.5514,0.465,0.1193,921,0.0641,0.0552,0.1042,0.0357,0.4332,-0.0134,0.6113,-0.0599,0.4734,-0.0084,0.0543,0.065
2024,down_4_f5_1_5,55_60,242,0.0785,0.1364,0.3884,0.5785,0.4628,0.1322,1221,0.0844,-0.0059,0.1532,-0.0168,0.3931,-0.0047,0.5569,0.0216,0.4398,0.023,0.1507,-0.0185
2025,down_5_plus_middle_6,55_60,241,0.029,0.029,0.3983,0.5477,0.3693,0.029,1288,0.0194,0.0096,0.0272,0.0018,0.3773,0.021,0.5435,0.0042,0.4045,-0.0352,0.038,-0.009
2025,down_3_early_1_3,40_45,238,0.1891,0.3067,0.4496,0.5966,0.4706,0.3067,1574,0.1887,0.0004,0.3253,-0.0186,0.3952,0.0544,0.5559,0.0407,0.425,0.0456,0.2541,0.0526
2024,down_4_late_7_plus,40_45,236,0.0212,0.0424,0.3644,0.3941,0.3559,0.072,2139,0.0276,-0.0064,0.0383,0.0041,0.323,0.0414,0.3806,0.0135,0.3249,0.031,0.0827,-0.0107
2023,down_3_early_1_3,40_45,235,0.2809,0.3745,0.3574,0.5191,0.366,0.2085,1690,0.226,0.0549,0.3657,0.0088,0.4385,-0.0811,0.5964,-0.0773,0.458,-0.092,0.2817,-0.0732
