candidate_id,candidate_type,original_label,replayed_tuning_pass_1_label,process_grade,game_id,derivative_type,market_ticker,selected_team,line_value,side,inning,outs,runners,score_away,score_home,entry_yes_bid,entry_yes_ask,entry_mid,entry_spread,market_mismatch_score,baseball_support_score,execution_quality_score,risk_blocker_score,overall_watch_score,baseline_source,first_discovery_inflation_flag,good_entry_label,paper_status,proposed_side,entry_price_cents,settlement_result,paper_net_pnl_cents,outcome_explanation,delta_mid_next_300s,market_reaction_grade,would_be_watch_after_pass1,active_rally_flag,market_nearly_settled_flag,wide_spread_flag,contract_direction
901,full_game_total_extreme_reprice_watch,watch,watch,questionable_process,DET@HOU,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,,7.0,NO,5,0,,6,3,94,96,95,2,88.0,25.0,100.0,30.0,69.4,first_discovery,1,possible_value,paper_open,NO,28,unknown,,,0,neutral,1,False,True,False,over_yes
902,trailing_team_total_lag_watch,watch,suppress,bad_process,DET@HOU,team_total,KXMLBTEAMTOTAL-26JUN152010DETHOU-HOU2,HOU,,YES,5,0,,6,3,74,80,77,6,100.0,23.0,60.0,30.0,62.4,first_discovery,1,watch_only,paper_open,YES,87,unknown,,,0,neutral,0,False,False,False,team_total_over_yes
903,full_game_total_extreme_reprice_watch,blocked,blocked,questionable_process,MIN@TEX,fg_total,KXMLBTOTAL-26JUN152005MINTEX-8,,8.0,NO,8,0,,4,2,73,74,73,1,70.0,22.0,100.0,30.0,63.1,first_discovery,1,possible_value,paper_closed,NO,45,win,52,,0,neutral,0,False,False,False,over_yes
904,full_game_total_extreme_reprice_watch,blocked,blocked,questionable_process,DET@HOU,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,,7.0,NO,5,1,-2-,6,3,94,96,95,2,88.0,25.0,100.0,30.0,69.4,first_discovery,1,possible_value,paper_open,NO,28,unknown,,,0,neutral,0,True,True,False,over_yes
905,trailing_team_total_lag_watch,blocked,blocked,questionable_process,DET@HOU,team_total,KXMLBTEAMTOTAL-26JUN152010DETHOU-HOU2,HOU,,YES,5,1,-2-,6,3,74,80,77,6,100.0,23.0,60.0,30.0,62.4,first_discovery,1,watch_only,paper_open,YES,87,unknown,,,0,neutral,0,True,False,False,team_total_over_yes
906,full_game_total_extreme_reprice_watch,blocked,blocked,questionable_process,MIN@TEX,fg_total,KXMLBTOTAL-26JUN152005MINTEX-8,,8.0,NO,8,1,,4,2,73,74,73,1,70.0,22.0,100.0,30.0,63.1,first_discovery,1,possible_value,paper_closed,NO,45,win,52,,0,neutral,0,False,False,False,over_yes
907,full_game_total_extreme_reprice_watch,blocked,blocked,questionable_process,MIN@TEX,fg_total,KXMLBTOTAL-26JUN152005MINTEX-8,,8.0,NO,8,2,1--,4,2,73,74,73,1,70.0,22.0,100.0,30.0,63.1,first_discovery,1,possible_value,paper_closed,NO,45,win,52,,0,neutral,0,True,False,False,over_yes
908,full_game_total_extreme_reprice_watch,watch,watch,questionable_process,DET@HOU,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,,7.0,NO,6,0,,6,3,94,96,95,2,88.0,25.0,100.0,30.0,69.4,first_discovery,1,possible_value,paper_open,NO,28,unknown,,,0,neutral,1,False,True,False,over_yes
909,trailing_team_total_lag_watch,watch,suppress,bad_process,DET@HOU,team_total,KXMLBTEAMTOTAL-26JUN152010DETHOU-HOU2,HOU,,YES,6,0,,6,3,74,80,77,6,100.0,23.0,60.0,30.0,62.4,first_discovery,1,watch_only,paper_open,YES,87,unknown,,,0,neutral,0,False,False,False,team_total_over_yes
910,full_game_total_extreme_reprice_watch,blocked,blocked,questionable_process,DET@HOU,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,,7.0,NO,6,0,1--,6,3,94,96,95,2,88.0,25.0,100.0,30.0,69.4,first_discovery,1,possible_value,paper_open,NO,28,unknown,,,0,neutral,0,True,True,False,over_yes
911,trailing_team_total_lag_watch,blocked,blocked,questionable_process,DET@HOU,team_total,KXMLBTEAMTOTAL-26JUN152010DETHOU-HOU2,HOU,,YES,6,0,1--,6,3,74,80,77,6,100.0,23.0,60.0,30.0,62.4,first_discovery,1,watch_only,paper_open,YES,87,unknown,,,0,neutral,0,True,False,False,team_total_over_yes
912,full_game_total_extreme_reprice_watch,blocked,blocked,questionable_process,MIN@TEX,fg_total,KXMLBTOTAL-26JUN152005MINTEX-8,,8.0,NO,9,0,,4,2,73,74,73,1,70.0,22.0,100.0,30.0,63.1,first_discovery,1,possible_value,paper_closed,NO,45,win,52,,0,neutral,0,False,False,False,over_yes
913,full_game_total_extreme_reprice_watch,watch,watch,questionable_process,DET@HOU,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,,7.0,NO,6,0,,6,3,94,96,95,2,88.0,25.0,100.0,30.0,69.4,first_discovery,1,possible_value,paper_open,NO,28,unknown,,,0,neutral,1,False,True,False,over_yes
914,trailing_team_total_lag_watch,watch,suppress,bad_process,DET@HOU,team_total,KXMLBTEAMTOTAL-26JUN152010DETHOU-HOU2,HOU,,YES,6,0,,6,3,74,80,77,6,100.0,23.0,60.0,30.0,62.4,first_discovery,1,watch_only,paper_open,YES,87,unknown,,,0,neutral,0,False,False,False,team_total_over_yes
915,full_game_total_extreme_reprice_watch,blocked,blocked,questionable_process,MIN@TEX,fg_total,KXMLBTOTAL-26JUN152005MINTEX-8,,8.0,NO,9,0,,4,2,73,74,73,1,70.0,22.0,100.0,30.0,63.1,first_discovery,1,possible_value,paper_closed,NO,45,win,52,,0,neutral,0,False,False,False,over_yes
916,trailing_team_total_lag_watch,watch,observe,bad_process,TB@LAD,team_total,KXMLBTEAMTOTAL-26JUN152210TBLAD-LAD6,LAD,,YES,1,2,,2,0,43,45,44,2,8.0,55.0,100.0,0.0,58.9,first_discovery,1,possible_value,paper_open,YES,42,unknown,,,0,neutral,0,False,False,False,team_total_over_yes
917,trailing_team_total_lag_watch,watch,observe,bad_process,PIT@ATH,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,PIT,3.0,YES,2,1,,0,3,77,79,78,2,100.0,55.0,100.0,0.0,86.5,first_discovery,1,possible_value,paper_open,YES,79,unknown,,,0,neutral,0,False,False,False,team_total_over_yes
918,full_game_total_extreme_reprice_watch,watch,watch,questionable_process,DET@HOU,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,,7.0,NO,7,0,,6,3,94,96,95,2,88.0,25.0,100.0,30.0,69.4,first_discovery,1,possible_value,paper_open,NO,28,unknown,,,0,neutral,1,False,True,False,over_yes
919,full_game_total_extreme_reprice_watch,blocked,blocked,questionable_process,DET@HOU,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,,7.0,NO,7,0,1--,6,3,94,96,95,2,88.0,25.0,100.0,30.0,69.4,first_discovery,1,possible_value,paper_open,NO,28,unknown,,,0,neutral,0,True,True,False,over_yes
920,trailing_team_total_lag_watch,watch,observe,bad_process,TB@LAD,team_total,KXMLBTEAMTOTAL-26JUN152210TBLAD-LAD6,LAD,,YES,1,0,,2,0,43,45,44,2,8.0,55.0,100.0,0.0,58.9,first_discovery,1,possible_value,paper_open,YES,42,unknown,,,0,neutral,0,False,False,False,team_total_over_yes
921,full_game_total_extreme_reprice_watch,watch,watch,questionable_process,DET@HOU,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,,7.0,NO,7,0,,8,3,94,96,95,2,88.0,25.0,100.0,30.0,69.4,first_discovery,1,possible_value,paper_open,NO,28,unknown,,,0,neutral,1,False,True,False,over_yes
922,trailing_team_total_lag_watch,watch,observe,bad_process,PIT@ATH,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,PIT,3.0,YES,3,0,,0,3,77,79,78,2,100.0,55.0,100.0,0.0,86.5,first_discovery,1,possible_value,paper_open,YES,79,unknown,,,0,neutral,0,False,False,False,team_total_over_yes
923,full_game_total_extreme_reprice_watch,watch,watch,questionable_process,DET@HOU,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,,7.0,NO,7,0,,8,3,94,96,95,2,88.0,25.0,100.0,30.0,69.4,first_discovery,1,possible_value,paper_open,NO,28,unknown,,,0,neutral,1,False,True,False,over_yes
924,trailing_team_total_lag_watch,blocked,blocked,questionable_process,PIT@ATH,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,PIT,3.0,YES,3,2,1--,0,3,77,79,78,2,100.0,55.0,100.0,0.0,86.5,first_discovery,1,possible_value,paper_open,YES,79,unknown,,,0,neutral,0,True,False,False,team_total_over_yes
925,trailing_team_total_lag_watch,watch,observe,bad_process,TB@LAD,team_total,KXMLBTEAMTOTAL-26JUN152210TBLAD-LAD6,LAD,,YES,2,0,,2,0,43,45,44,2,8.0,55.0,100.0,0.0,58.9,first_discovery,1,possible_value,paper_open,YES,42,unknown,,,0,neutral,0,False,False,False,team_total_over_yes
926,trailing_team_total_lag_watch,blocked,blocked,sound_process,TB@LAD,team_total,KXMLBTEAMTOTAL-26JUN152210TBLAD-LAD6,LAD,,YES,2,0,1--,2,0,43,45,44,2,8.0,55.0,100.0,0.0,58.9,first_discovery,1,possible_value,paper_open,YES,42,unknown,,,0,neutral,0,True,False,False,team_total_over_yes
927,full_game_total_extreme_reprice_watch,blocked,blocked,questionable_process,DET@HOU,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,,7.0,NO,7,1,1--,8,3,94,96,95,2,88.0,25.0,100.0,30.0,69.4,first_discovery,1,possible_value,paper_open,NO,28,unknown,,,0,neutral,0,True,True,False,over_yes
928,trailing_team_total_lag_watch,blocked,blocked,sound_process,TB@LAD,team_total,KXMLBTEAMTOTAL-26JUN152210TBLAD-LAD6,LAD,,YES,2,2,--3,3,0,43,45,44,2,8.0,55.0,100.0,0.0,58.9,first_discovery,1,possible_value,paper_open,YES,42,unknown,,,0,neutral,0,True,False,False,team_total_over_yes
929,trailing_team_total_lag_watch,watch,observe,bad_process,PIT@ATH,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,PIT,3.0,YES,3,0,,0,3,77,79,78,2,100.0,55.0,100.0,0.0,86.5,first_discovery,1,possible_value,paper_open,YES,79,unknown,,,0,neutral,0,False,False,False,team_total_over_yes
930,trailing_team_total_lag_watch,watch,observe,bad_process,TB@LAD,team_total,KXMLBTEAMTOTAL-26JUN152210TBLAD-LAD6,LAD,,YES,2,3,,3,0,43,45,44,2,8.0,55.0,100.0,0.0,58.9,first_discovery,1,possible_value,paper_open,YES,42,unknown,,,0,neutral,0,False,False,False,team_total_over_yes
931,trailing_team_total_lag_watch,watch,observe,bad_process,TB@LAD,team_total,KXMLBTEAMTOTAL-26JUN152210TBLAD-LAD6,LAD,,YES,2,0,,3,0,43,45,44,2,8.0,55.0,100.0,0.0,58.9,first_discovery,1,possible_value,paper_open,YES,42,unknown,,,0,neutral,0,False,False,False,team_total_over_yes
932,trailing_team_total_lag_watch,blocked,blocked,sound_process,TB@LAD,team_total,KXMLBTEAMTOTAL-26JUN152210TBLAD-LAD6,LAD,,YES,2,0,-2-,3,0,43,45,44,2,8.0,55.0,100.0,0.0,58.9,first_discovery,1,possible_value,paper_open,YES,42,unknown,,,0,neutral,0,True,False,False,team_total_over_yes
933,full_game_total_extreme_reprice_watch,blocked,blocked,questionable_process,DET@HOU,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,,7.0,NO,8,0,,8,3,94,96,95,2,88.0,25.0,100.0,30.0,69.4,first_discovery,1,possible_value,paper_open,NO,28,unknown,,,0,neutral,0,False,True,False,over_yes
934,trailing_team_total_lag_watch,watch,observe,bad_process,PIT@ATH,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,PIT,3.0,YES,4,0,,0,3,77,79,78,2,100.0,55.0,100.0,0.0,86.5,first_discovery,1,possible_value,paper_open,YES,79,unknown,,,0,neutral,0,False,False,False,team_total_over_yes
935,full_game_total_extreme_reprice_watch,blocked,blocked,questionable_process,DET@HOU,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,,7.0,NO,8,1,1--,8,3,94,96,95,2,88.0,25.0,100.0,30.0,69.4,first_discovery,1,possible_value,paper_open,NO,28,unknown,,,0,neutral,0,True,True,False,over_yes
936,trailing_team_total_lag_watch,blocked,blocked,questionable_process,PIT@ATH,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,PIT,3.0,YES,4,0,1--,0,3,77,79,78,2,100.0,55.0,100.0,0.0,86.5,first_discovery,1,possible_value,paper_open,YES,79,unknown,,,0,neutral,0,True,False,False,team_total_over_yes
937,full_game_total_extreme_reprice_watch,blocked,blocked,questionable_process,DET@HOU,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,,7.0,NO,8,0,,8,3,94,96,95,2,88.0,25.0,100.0,30.0,69.4,first_discovery,1,possible_value,paper_open,NO,28,unknown,,,0,neutral,0,False,True,False,over_yes
938,full_game_total_extreme_reprice_watch,blocked,blocked,questionable_process,DET@HOU,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,,7.0,NO,8,0,1--,8,3,94,96,95,2,88.0,25.0,100.0,30.0,69.4,first_discovery,1,possible_value,paper_open,NO,28,unknown,,,0,neutral,0,True,True,False,over_yes
939,trailing_team_total_lag_watch,blocked,blocked,questionable_process,PIT@ATH,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,PIT,3.0,YES,4,1,1-3,1,3,77,79,78,2,100.0,55.0,100.0,0.0,86.5,first_discovery,1,possible_value,paper_open,YES,79,unknown,,,0,neutral,0,True,False,False,team_total_over_yes
940,trailing_team_total_lag_watch,watch,observe,bad_process,PIT@ATH,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,PIT,3.0,YES,4,3,,1,3,77,79,78,2,100.0,55.0,100.0,0.0,86.5,first_discovery,1,possible_value,paper_open,YES,79,unknown,,,0,neutral,0,False,False,False,team_total_over_yes
941,full_game_total_extreme_reprice_watch,blocked,blocked,questionable_process,DET@HOU,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,,7.0,NO,9,0,,8,3,94,96,95,2,88.0,25.0,100.0,30.0,69.4,first_discovery,1,possible_value,paper_open,NO,28,unknown,,,0,neutral,0,False,True,False,over_yes
942,trailing_team_total_lag_watch,blocked,blocked,questionable_process,PIT@ATH,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,PIT,3.0,YES,4,0,1--,1,3,77,79,78,2,100.0,55.0,100.0,0.0,86.5,first_discovery,1,possible_value,paper_open,YES,79,unknown,,,0,neutral,0,True,False,False,team_total_over_yes
943,full_game_total_extreme_reprice_watch,blocked,blocked,questionable_process,DET@HOU,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,,7.0,NO,9,1,,9,3,94,96,95,2,88.0,25.0,100.0,30.0,69.4,first_discovery,1,possible_value,paper_open,NO,28,unknown,,,0,neutral,0,False,True,False,over_yes
944,trailing_team_total_lag_watch,watch,observe,bad_process,PIT@ATH,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,PIT,3.0,YES,4,2,,1,5,77,79,78,2,100.0,55.0,100.0,0.0,86.5,first_discovery,1,possible_value,paper_open,YES,79,unknown,,,0,neutral,0,False,False,False,team_total_over_yes
945,trailing_team_total_lag_watch,blocked,blocked,questionable_process,PIT@ATH,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,PIT,3.0,YES,4,2,1--,1,5,77,79,78,2,100.0,55.0,100.0,0.0,86.5,first_discovery,1,possible_value,paper_open,YES,79,unknown,,,0,neutral,0,True,False,False,team_total_over_yes
946,full_game_total_extreme_reprice_watch,blocked,blocked,questionable_process,DET@HOU,fg_total,KXMLBTOTAL-26JUN152010DETHOU-7,,7.0,NO,9,0,,9,3,94,96,95,2,88.0,25.0,100.0,30.0,69.4,first_discovery,1,possible_value,paper_open,NO,28,unknown,,,0,neutral,0,False,True,False,over_yes
947,trailing_team_total_lag_watch,watch,observe,bad_process,PIT@ATH,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,PIT,3.0,YES,5,0,,1,5,77,79,78,2,100.0,55.0,100.0,0.0,86.5,first_discovery,1,possible_value,paper_open,YES,79,unknown,,,0,neutral,0,False,False,False,team_total_over_yes
948,trailing_team_total_lag_watch,watch,observe,bad_process,PIT@ATH,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,PIT,3.0,YES,5,0,,1,5,77,79,78,2,100.0,55.0,100.0,0.0,86.5,first_discovery,1,possible_value,paper_open,YES,79,unknown,,,0,neutral,0,False,False,False,team_total_over_yes
949,trailing_team_total_lag_watch,blocked,blocked,questionable_process,PIT@ATH,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,PIT,3.0,YES,5,0,1--,1,5,77,79,78,2,100.0,55.0,100.0,0.0,86.5,first_discovery,1,possible_value,paper_open,YES,79,unknown,,,0,neutral,0,True,False,False,team_total_over_yes
950,trailing_team_total_lag_watch,blocked,blocked,questionable_process,PIT@ATH,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,PIT,3.0,YES,5,1,1-3,1,6,77,79,78,2,100.0,55.0,100.0,0.0,86.5,first_discovery,1,possible_value,paper_open,YES,79,unknown,,,0,neutral,0,True,False,False,team_total_over_yes
951,trailing_team_total_lag_watch,watch,observe,bad_process,PIT@ATH,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,PIT,3.0,YES,5,3,,1,6,77,79,78,2,100.0,55.0,100.0,0.0,86.5,first_discovery,1,possible_value,paper_open,YES,79,unknown,,,0,neutral,0,False,False,False,team_total_over_yes
952,trailing_team_total_lag_watch,watch,observe,bad_process,PIT@ATH,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,PIT,3.0,YES,6,0,,1,6,77,79,78,2,100.0,55.0,100.0,0.0,86.5,first_discovery,1,possible_value,paper_open,YES,79,unknown,,,0,neutral,0,False,False,False,team_total_over_yes
953,trailing_team_total_lag_watch,blocked,blocked,questionable_process,PIT@ATH,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,PIT,3.0,YES,6,0,1--,1,6,77,79,78,2,100.0,55.0,100.0,0.0,86.5,first_discovery,1,possible_value,paper_open,YES,79,unknown,,,0,neutral,0,True,False,False,team_total_over_yes
954,trailing_team_total_lag_watch,watch,observe,bad_process,PIT@ATH,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,PIT,3.0,YES,6,0,,1,6,77,79,78,2,100.0,55.0,100.0,0.0,86.5,first_discovery,1,possible_value,paper_open,YES,79,unknown,,,0,neutral,0,False,False,False,team_total_over_yes
955,trailing_team_total_lag_watch,blocked,blocked,questionable_process,PIT@ATH,team_total,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,PIT,3.0,YES,6,1,1--,1,6,77,79,78,2,100.0,55.0,100.0,0.0,86.5,first_discovery,1,possible_value,paper_open,YES,79,unknown,,,0,neutral,0,True,False,False,team_total_over_yes
