avg_final_margin,avg_next_2_innings_opp_runs,avg_next_2_innings_team_runs,count,deficit_bucket,eventually_won_rate,gave_up_tie_or_lead_rate,held_to_win_rate,inning_bucket,lead_bucket,lead_cut_to_1_next_2_rate,lead_reduced_next_2_rate,note,offense_form_bucket,opponent_run_prevention_bucket,opponent_scored_next_1_inning_rate,opponent_scored_next_2_innings_rate,opponent_took_lead_later_rate,reduced_deficit_next_2_rate,scored_next_1_inning_rate,scored_next_2_innings_rate,source,team_strength_bucket,tied_or_led_later_rate,took_lead_later_rate,within_1_next_2_rate
-1.925,1.334,1.516,347,down_2,0.245,,,f5_1_5,,,,high_tie_or_lead_rebound,,,,,,0.5389,0.4496,0.6369,comeback_by_deficit_inning_strength.csv,55_60,0.4323,0.3141,0.5389
-4.448,1.564,1.416,346,down_4,0.078,,,f5_1_5,,,,high_score_next_2_rebound,,45_50,,,,0.5058,0.4624,0.6272,comeback_by_deficit_inning_opponent_run_prevention.csv,,0.159,0.0925,0.1185
0.644,0.991,0.674,331,,,0.3323,0.7764,late_7_plus,up_1,0.9758,0.3323,lead_collapse_watch,,,0.3323,0.3807,0.2749,,,,lead_protection_by_lead_inning_team_strength.csv,lt_40,,,
-3.058,1.706,1.4,330,down_2,0.2152,,,early_1_3,,,,high_tie_or_lead_rebound,,,,,,0.4879,0.4909,0.6182,comeback_by_deficit_inning_strength.csv,lt_40,0.4273,0.297,0.4879
6.728,1.101,0.719,327,,,0.0306,0.9786,late_7_plus,up_5_plus,0.0489,0.4159,leader_under_pressure,,,0.4709,0.5138,0.0306,,,,lead_protection_by_lead_inning_team_strength.csv,lt_40,,,
6.031,1.391,1.494,322,,,0.0466,0.9752,f5_1_5,up_5_plus,0.0714,0.4783,leader_under_pressure,,,0.4596,0.6149,0.0342,,,,lead_protection_by_lead_inning_team_strength.csv,55_60,,,
1.894,1.469,1.508,311,,,0.2958,0.7846,middle_6,up_2,0.4469,0.4469,leader_under_pressure,,,0.3987,0.5756,0.2572,,,,lead_protection_by_lead_inning_team_strength.csv,45_50,,,
7.588,1.162,1.87,308,,,0.0747,0.9675,early_1_3,up_5_plus,0.0747,0.3734,leader_under_pressure,,,0.3442,0.4968,0.0519,,,,lead_protection_by_lead_inning_team_strength.csv,50_55,,,
1.534,1.622,1.42,307,,,0.5309,0.6775,early_1_3,up_2,0.5081,0.5081,leader_under_pressure,,,0.4886,0.6124,0.456,,,,lead_protection_by_lead_inning_team_strength.csv,40_45,,,
-1.915,1.448,1.216,306,down_1,0.3366,,,early_1_3,,,,high_tie_or_lead_rebound,,60_plus,,,,0.4314,0.402,0.5163,comeback_by_deficit_inning_opponent_run_prevention.csv,,0.6438,0.4412,0.9379
,,,303,,0.4389,,,f5_1_5,,,,high_score_next_2_rebound,60_plus,,,,,,0.4224,0.6403,response_after_allowed_by_inning_offense.csv,,,,
4.572,1.431,1.532,299,,,0.204,0.893,early_1_3,up_4,0.2074,0.4482,leader_under_pressure,,,0.4314,0.5619,0.1237,,,,lead_protection_by_lead_inning_team_strength.csv,50_55,,,
-0.435,0.615,1.147,299,down_1,0.3278,,,late_7_plus,,,,high_tie_or_lead_rebound,,lt_40,,,,0.4147,0.3746,0.4381,comeback_by_deficit_inning_opponent_run_prevention.csv,,0.4147,0.3779,0.9833
0.51,1.715,1.218,298,,,0.7013,0.547,f5_1_5,up_1,0.9832,0.5403,leader_under_pressure,,,0.4698,0.6443,0.557,,,,lead_protection_by_lead_inning_team_strength.csv,lt_40,,,
-1.218,1.626,1.263,289,down_1,0.3183,,,middle_6,,,,high_tie_or_lead_rebound,,55_60,,,,0.4152,0.3875,0.5225,comeback_by_deficit_inning_opponent_run_prevention.csv,,0.4567,0.3495,0.9792
-4.301,1.619,1.356,289,down_4,0.0865,,,f5_1_5,,,,high_score_next_2_rebound,,50_55,,,,0.4706,0.4221,0.5779,comeback_by_deficit_inning_opponent_run_prevention.csv,,0.1453,0.1003,0.1211
-3.153,1.719,1.333,288,down_3,0.2153,,,early_1_3,,,,high_score_next_2_rebound,,55_60,,,,0.4514,0.4167,0.566,comeback_by_deficit_inning_opponent_run_prevention.csv,,0.3542,0.2465,0.2188
-6.056,1.528,1.392,286,down_5_plus,0.0769,,,early_1_3,,,,high_score_next_2_rebound,,,,,,0.5035,0.4266,0.6119,comeback_by_deficit_inning_strength.csv,50_55,0.1189,0.1084,0.0699
6.491,1.681,1.589,285,,,0.0386,0.9754,middle_6,up_5_plus,0.0456,0.5053,leader_under_pressure,,,0.4807,0.6456,0.0281,,,,lead_protection_by_lead_inning_team_strength.csv,45_50,,,
-1.734,1.383,1.411,282,down_2,0.266,,,f5_1_5,,,,high_tie_or_lead_rebound,,40_45,,,,0.4574,0.4326,0.5603,comeback_by_deficit_inning_opponent_run_prevention.csv,,0.4468,0.3262,0.4574
-3.138,1.496,1.252,282,down_3,0.1206,,,middle_6,,,,high_score_next_2_rebound,,45_50,,,,0.4504,0.4255,0.5638,comeback_by_deficit_inning_opponent_run_prevention.csv,,0.1738,0.1348,0.2234
1.238,1.363,1.658,281,,,0.5694,0.5943,f5_1_5,up_1,0.9644,0.4448,leader_under_pressure,,,0.4164,0.5516,0.452,,,,lead_protection_by_lead_inning_team_strength.csv,60_plus,,,
-4.24,1.52,1.466,279,down_4,0.1111,,,f5_1_5,,,,high_score_next_2_rebound,,,,,,0.5161,0.4839,0.6595,comeback_by_deficit_inning_strength.csv,45_50,0.1792,0.129,0.1434
4.094,1.155,1.838,278,,,0.2158,0.8669,f5_1_5,up_3,0.2194,0.3813,leader_under_pressure,,,0.4245,0.5396,0.1691,,,,lead_protection_by_lead_inning_team_strength.csv,55_60,,,
3.152,1.336,1.585,277,,,0.4332,0.7545,early_1_3,up_2,0.4404,0.4404,leader_under_pressure,,,0.4152,0.5379,0.3069,,,,lead_protection_by_lead_inning_team_strength.csv,60_plus,,,
-2.287,1.812,1.43,272,down_2,0.2868,,,early_1_3,,,,high_tie_or_lead_rebound,,,,,,0.5037,0.4816,0.6434,comeback_by_deficit_inning_strength.csv,40_45,0.5257,0.4081,0.5037
-4.272,1.404,1.397,272,down_4,0.1029,,,early_1_3,,,,high_score_next_2_rebound,,45_50,,,,0.4669,0.4118,0.5515,comeback_by_deficit_inning_opponent_run_prevention.csv,,0.1728,0.1287,0.1912
0.981,0.881,0.866,268,,,0.3134,0.7836,late_7_plus,up_1,0.9701,0.3134,lead_collapse_watch,,,0.3284,0.3545,0.2388,,,,lead_protection_by_lead_inning_team_strength.csv,60_plus,,,
-3.157,1.478,1.25,268,down_3,0.1828,,,f5_1_5,,,,high_score_next_2_rebound,,55_60,,,,0.4776,0.459,0.5933,comeback_by_deficit_inning_opponent_run_prevention.csv,,0.2985,0.209,0.2612
-1.335,1.488,1.173,254,down_1,0.2638,,,f5_1_5,,,,high_tie_or_lead_rebound,,,,,,0.4843,0.437,0.5709,comeback_by_deficit_inning_strength.csv,60_plus,0.5669,0.3898,0.9646
-2.325,1.683,1.464,252,down_2,0.246,,,f5_1_5,,,,high_score_next_2_rebound,,,,,,0.4643,0.4643,0.5992,comeback_by_deficit_inning_strength.csv,40_45,0.3929,0.3056,0.4643
3.398,1.657,1.422,251,,,0.2231,0.8287,f5_1_5,up_4,0.1673,0.51,leader_under_pressure,,,0.4303,0.6096,0.1912,,,,lead_protection_by_lead_inning_team_strength.csv,45_50,,,
-1.191,1.402,1.331,251,down_1,0.2629,,,middle_6,,,,high_tie_or_lead_rebound,,40_45,,,,0.3865,0.3586,0.5299,comeback_by_deficit_inning_opponent_run_prevention.csv,,0.4183,0.3147,0.9841
6.81,1.165,1.452,248,,,0.0202,0.9919,middle_6,up_5_plus,0.0323,0.4274,leader_under_pressure,,,0.4677,0.5766,0.0121,,,,lead_protection_by_lead_inning_team_strength.csv,55_60,,,
-6.32,1.279,1.223,247,down_5_plus,0.0607,,,early_1_3,,,,high_score_next_2_rebound,,,,,,0.4615,0.4453,0.6073,comeback_by_deficit_inning_strength.csv,45_50,0.085,0.0688,0.0283
-6.632,1.316,1.336,247,down_5_plus,0.0121,,,f5_1_5,,,,high_score_next_2_rebound,,,,,,0.4332,0.4494,0.6275,comeback_by_deficit_inning_strength.csv,55_60,0.0526,0.0364,0.0445
-7.093,1.757,1.32,247,down_5_plus,0.0324,,,middle_6,,,,high_score_next_2_rebound,,55_60,,,,0.4453,0.4211,0.5587,comeback_by_deficit_inning_opponent_run_prevention.csv,,0.0405,0.0324,0.0486
-4.139,1.531,1.184,245,down_4,0.0531,,,middle_6,,,,high_score_next_2_rebound,,,,,,0.4122,0.3755,0.5592,comeback_by_deficit_inning_strength.csv,50_55,0.0857,0.0653,0.1184
-6.074,1.671,1.506,243,down_5_plus,0.1193,,,early_1_3,,,,high_score_next_2_rebound,,50_55,,,,0.465,0.4198,0.5514,comeback_by_deficit_inning_opponent_run_prevention.csv,,0.1399,0.1276,0.1193
2.494,1.672,1.357,241,,,0.2324,0.8589,middle_6,up_3,0.3237,0.527,leader_under_pressure,,,0.473,0.6183,0.1618,,,,lead_protection_by_lead_inning_team_strength.csv,45_50,,,
1.604,1.433,1.288,240,,,0.4208,0.7333,f5_1_5,up_2,0.4917,0.4917,leader_under_pressure,,,0.4417,0.575,0.3375,,,,lead_protection_by_lead_inning_team_strength.csv,40_45,,,
-6.929,1.681,1.223,238,down_5_plus,0.021,,,f5_1_5,,,,high_score_next_2_rebound,,,,,,0.4454,0.395,0.5672,comeback_by_deficit_inning_strength.csv,lt_40,0.0546,0.021,0.0294
-5.747,1.464,1.442,233,down_5_plus,0.0558,,,early_1_3,,,,high_score_next_2_rebound,,45_50,,,,0.4979,0.4936,0.6953,comeback_by_deficit_inning_opponent_run_prevention.csv,,0.1373,0.0944,0.0558
2.926,1.205,1.873,229,,,0.3406,0.8035,f5_1_5,up_2,0.3624,0.3624,leader_under_pressure,,,0.3799,0.524,0.2227,,,,lead_protection_by_lead_inning_team_strength.csv,60_plus,,,
3.061,1.57,1.719,228,,,0.3596,0.7982,early_1_3,up_3,0.2632,0.4605,leader_under_pressure,,,0.4912,0.6886,0.2368,,,,lead_protection_by_lead_inning_team_strength.csv,55_60,,,
4.079,1.154,1.408,228,,,0.1009,0.9254,middle_6,up_4,0.1404,0.4298,leader_under_pressure,,,0.4035,0.5044,0.0789,,,,lead_protection_by_lead_inning_team_strength.csv,50_55,,,
-0.487,1.539,1.654,228,down_1,0.4035,,,f5_1_5,,,,high_tie_or_lead_rebound,,lt_40,,,,0.4123,0.4474,0.6316,comeback_by_deficit_inning_opponent_run_prevention.csv,,0.5833,0.5044,0.9693
-2.372,1.265,1.587,223,down_3,0.278,,,early_1_3,,,,high_tie_or_lead_rebound,,,,,,0.5022,0.4439,0.6009,comeback_by_deficit_inning_strength.csv,55_60,0.417,0.3632,0.3004
-2.473,1.311,1.563,222,down_3,0.2432,,,f5_1_5,,,,high_score_next_2_rebound,,,,,,0.5135,0.4505,0.5901,comeback_by_deficit_inning_strength.csv,55_60,0.3784,0.3243,0.3423
3.774,0.95,0.701,221,,,0.0633,0.9548,late_7_plus,up_4,0.095,0.3846,leader_under_pressure,,,0.3891,0.4751,0.0452,,,,lead_protection_by_lead_inning_team_strength.csv,60_plus,,,
-4.578,1.702,1.619,218,down_4,0.1606,,,early_1_3,,,,high_score_next_2_rebound,,50_55,,,,0.4725,0.4771,0.6193,comeback_by_deficit_inning_opponent_run_prevention.csv,,0.2569,0.2064,0.1972
1.287,1.5,1.458,216,,,0.537,0.6157,early_1_3,up_2,0.375,0.375,leader_under_pressure,,,0.3889,0.5741,0.4676,,,,lead_protection_by_lead_inning_team_strength.csv,lt_40,,,
-4.0,1.423,1.623,215,down_4,0.1953,,,early_1_3,,,,high_score_next_2_rebound,,,,,,0.4744,0.4744,0.614,comeback_by_deficit_inning_strength.csv,45_50,0.2651,0.2093,0.2419
7.522,1.124,1.99,209,,,0.067,0.9426,f5_1_5,up_5_plus,0.0478,0.3636,leader_under_pressure,,,0.3301,0.4976,0.0574,,,,lead_protection_by_lead_inning_team_strength.csv,60_plus,,,
2.082,1.329,1.261,207,,,0.3333,0.7101,f5_1_5,up_3,0.2657,0.4686,leader_under_pressure,,,0.3865,0.5652,0.2947,,,,lead_protection_by_lead_inning_team_strength.csv,40_45,,,
-0.835,1.437,1.51,206,down_1,0.3495,,,middle_6,,,,high_tie_or_lead_rebound,,,,,,0.432,0.4126,0.5825,comeback_by_deficit_inning_strength.csv,55_60,0.5049,0.4126,0.9709
-3.519,1.403,1.301,206,down_3,0.1214,,,f5_1_5,,,,high_score_next_2_rebound,,,,,,0.4466,0.4369,0.5777,comeback_by_deficit_inning_strength.csv,lt_40,0.1942,0.1262,0.2476
1.515,1.163,1.663,202,,,0.4752,0.7327,middle_6,up_1,0.9554,0.396,leader_under_pressure,,,0.3515,0.5446,0.3317,,,,lead_protection_by_lead_inning_team_strength.csv,55_60,,,
-4.26,1.695,1.23,200,down_4,0.05,,,middle_6,,,,high_score_next_2_rebound,,45_50,,,,0.425,0.465,0.58,comeback_by_deficit_inning_opponent_run_prevention.csv,,0.095,0.06,0.095
4.597,1.051,1.617,196,,,0.1122,0.9286,f5_1_5,up_4,0.0867,0.398,leader_under_pressure,,,0.3827,0.4949,0.0918,,,,lead_protection_by_lead_inning_team_strength.csv,55_60,,,
3.41,1.503,1.579,195,,,0.2513,0.8103,early_1_3,up_4,0.2,0.4308,leader_under_pressure,,,0.4103,0.5846,0.2051,,,,lead_protection_by_lead_inning_team_strength.csv,45_50,,,
-1.221,1.651,1.779,195,down_2,0.4103,,,early_1_3,,,,high_tie_or_lead_rebound,,lt_40,,,,0.5128,0.4872,0.6513,comeback_by_deficit_inning_opponent_run_prevention.csv,,0.5846,0.4718,0.5128
-3.026,1.461,1.22,191,down_3,0.1885,,,f5_1_5,,,,high_score_next_2_rebound,,,,,,0.4084,0.4188,0.5707,comeback_by_deficit_inning_strength.csv,40_45,0.2618,0.2251,0.2461
-1.651,1.619,1.751,189,down_2,0.3069,,,early_1_3,,,,high_tie_or_lead_rebound,,,,,,0.4974,0.4233,0.6243,comeback_by_deficit_inning_strength.csv,60_plus,0.6402,0.5132,0.4974
0.43,1.683,1.156,186,,,0.6129,0.586,middle_6,up_1,0.9785,0.5215,leader_under_pressure,,,0.457,0.6237,0.4731,,,,lead_protection_by_lead_inning_team_strength.csv,40_45,,,
5.941,1.081,1.651,186,,,0.1183,0.9032,early_1_3,up_5_plus,0.0215,0.4516,leader_under_pressure,,,0.4301,0.5914,0.0968,,,,lead_protection_by_lead_inning_team_strength.csv,45_50,,,
1.016,2.043,1.227,185,,,0.5459,0.6757,f5_1_5,up_2,0.6108,0.6108,leader_under_pressure,,,0.5459,0.7027,0.4324,,,,lead_protection_by_lead_inning_team_strength.csv,lt_40,,,
-1.686,1.427,1.638,185,down_2,0.2703,,,f5_1_5,,,,high_tie_or_lead_rebound,,,,,,0.5459,0.4703,0.627,comeback_by_deficit_inning_strength.csv,60_plus,0.5243,0.4054,0.5459
-1.186,1.574,1.29,183,down_1,0.388,,,f5_1_5,,,,high_tie_or_lead_rebound,,60_plus,,,,0.4044,0.3388,0.5027,comeback_by_deficit_inning_opponent_run_prevention.csv,,0.5956,0.4645,0.9617
-6.437,1.355,1.268,183,down_5_plus,0.0219,,,middle_6,,,,high_score_next_2_rebound,,40_45,,,,0.4372,0.3497,0.5519,comeback_by_deficit_inning_opponent_run_prevention.csv,,0.0437,0.0273,0.0437
-1.099,1.425,1.204,181,down_1,0.2818,,,middle_6,,,,high_tie_or_lead_rebound,,,,,,0.4088,0.3481,0.5028,comeback_by_deficit_inning_strength.csv,40_45,0.4696,0.3867,0.989
-7.088,1.685,1.713,181,down_5_plus,0.0166,,,middle_6,,,,high_score_next_2_rebound,,,,,,0.4696,0.453,0.6519,comeback_by_deficit_inning_strength.csv,40_45,0.0442,0.0166,0.0442
3.145,1.659,1.872,179,,,0.3408,0.7542,early_1_3,up_3,0.2682,0.5363,leader_under_pressure,,,0.4804,0.6425,0.2961,,,,lead_protection_by_lead_inning_team_strength.csv,60_plus,,,
2.247,1.202,1.315,178,,,0.2191,0.882,middle_6,up_2,0.3989,0.3989,leader_under_pressure,,,0.3427,0.5056,0.1573,,,,lead_protection_by_lead_inning_team_strength.csv,55_60,,,
1.48,1.697,1.154,175,,,0.4857,0.6229,early_1_3,up_3,0.3143,0.4743,leader_under_pressure,,,0.4343,0.5657,0.4057,,,,lead_protection_by_lead_inning_team_strength.csv,40_45,,,
-6.926,1.617,1.389,175,down_5_plus,0.0114,,,middle_6,,,,high_score_next_2_rebound,,,,,,0.4971,0.44,0.6629,comeback_by_deficit_inning_strength.csv,lt_40,0.0114,0.0114,0.0514
-1.289,1.197,1.734,173,down_2,0.3179,,,f5_1_5,,,,high_tie_or_lead_rebound,,lt_40,,,,0.5665,0.5029,0.6243,comeback_by_deficit_inning_opponent_run_prevention.csv,,0.474,0.3757,0.5665
-4.0,1.435,1.394,170,down_4,0.0765,,,middle_6,,,,high_score_next_2_rebound,,50_55,,,,0.4706,0.4471,0.5882,comeback_by_deficit_inning_opponent_run_prevention.csv,,0.0882,0.0824,0.1824
3.189,1.325,1.639,169,,,0.2485,0.8343,f5_1_5,up_3,0.2663,0.432,leader_under_pressure,,,0.3846,0.5207,0.1657,,,,lead_protection_by_lead_inning_team_strength.csv,60_plus,,,
-4.036,1.458,1.345,168,down_4,0.0655,,,middle_6,,,,high_score_next_2_rebound,,,,,,0.4583,0.4821,0.5595,comeback_by_deficit_inning_strength.csv,45_50,0.119,0.0893,0.1429
3.958,1.398,1.566,166,,,0.1145,0.9217,middle_6,up_4,0.1687,0.4157,leader_under_pressure,,,0.4398,0.5964,0.1024,,,,lead_protection_by_lead_inning_team_strength.csv,45_50,,,
-3.461,1.788,1.606,165,down_3,0.2121,,,early_1_3,,,,high_score_next_2_rebound,,,,,,0.4606,0.4303,0.6,comeback_by_deficit_inning_strength.csv,40_45,0.2848,0.2424,0.3576
2.689,1.652,1.238,164,,,0.4207,0.75,early_1_3,up_3,0.3171,0.5549,leader_under_pressure,,,0.4939,0.6829,0.3659,,,,lead_protection_by_lead_inning_team_strength.csv,lt_40,,,
-4.453,1.77,1.149,161,down_3,0.0435,,,early_1_3,,,,high_score_next_2_rebound,,,,,,0.4161,0.4224,0.6273,comeback_by_deficit_inning_strength.csv,lt_40,0.1491,0.0745,0.1863
-1.83,1.44,1.352,159,down_2,0.2075,,,middle_6,,,,high_score_next_2_rebound,,,,,,0.4717,0.4843,0.6101,comeback_by_deficit_inning_strength.csv,55_60,0.327,0.239,0.4717
-1.462,1.633,1.253,158,down_1,0.2848,,,middle_6,,,,high_tie_or_lead_rebound,,,,,,0.4684,0.3354,0.5443,comeback_by_deficit_inning_strength.csv,lt_40,0.5,0.3544,0.9747
5.987,1.071,0.987,156,,,0.0769,0.9551,f5_1_5,up_5_plus,0.0513,0.3974,leader_under_pressure,,,0.3333,0.4872,0.0769,,,,lead_protection_by_lead_inning_team_strength.csv,40_45,,,
0.702,1.377,1.305,151,,,0.5364,0.6225,middle_6,up_1,0.9801,0.4967,leader_under_pressure,,,0.3974,0.5762,0.4238,,,,lead_protection_by_lead_inning_team_strength.csv,lt_40,,,
-2.56,1.393,1.767,150,down_3,0.1867,,,middle_6,,,,high_score_next_2_rebound,,40_45,,,,0.5133,0.4333,0.6067,comeback_by_deficit_inning_opponent_run_prevention.csv,,0.2667,0.2133,0.3267
7.705,1.101,1.799,149,,,0.0403,0.9732,middle_6,up_5_plus,0.047,0.349,leader_under_pressure,,,0.3154,0.4966,0.0268,,,,lead_protection_by_lead_inning_team_strength.csv,60_plus,,,
5.888,1.259,1.231,143,,,0.0559,0.979,early_1_3,up_5_plus,0.035,0.5594,leader_under_pressure,,,0.4266,0.7273,0.0559,,,,lead_protection_by_lead_inning_team_strength.csv,55_60,,,
3.028,1.504,1.645,141,,,0.2695,0.7943,f5_1_5,up_3,0.3546,0.4681,leader_under_pressure,,,0.5035,0.5887,0.2482,,,,lead_protection_by_lead_inning_team_strength.csv,lt_40,,,
-1.309,1.115,1.791,139,down_2,0.2806,,,middle_6,,,,high_score_next_2_rebound,,40_45,,,,0.518,0.4173,0.6187,comeback_by_deficit_inning_opponent_run_prevention.csv,,0.3525,0.2878,0.518
4.285,1.19,1.387,137,,,0.2044,0.8686,early_1_3,up_4,0.1241,0.3796,leader_under_pressure,,,0.3504,0.4818,0.1971,,,,lead_protection_by_lead_inning_team_strength.csv,55_60,,,
-3.709,1.388,1.299,134,down_4,0.1567,,,early_1_3,,,,high_score_next_2_rebound,,40_45,,,,0.3881,0.4179,0.5672,comeback_by_deficit_inning_opponent_run_prevention.csv,,0.2313,0.1642,0.2015
4.1,1.023,1.938,130,,,0.1231,0.9462,middle_6,up_3,0.2,0.3462,leader_under_pressure,,,0.3923,0.5231,0.0846,,,,lead_protection_by_lead_inning_team_strength.csv,55_60,,,
-2.55,1.465,1.496,129,down_3,0.1938,,,f5_1_5,,,,high_score_next_2_rebound,,lt_40,,,,0.5349,0.4806,0.6512,comeback_by_deficit_inning_opponent_run_prevention.csv,,0.2558,0.2171,0.3333
0.812,1.453,1.367,128,,,0.5234,0.6016,middle_6,up_1,1.0,0.4844,leader_under_pressure,,,0.4297,0.5625,0.4375,,,,lead_protection_by_lead_inning_team_strength.csv,60_plus,,,
-6.578,1.469,1.109,128,down_5_plus,0.0,,,early_1_3,,,,high_score_next_2_rebound,,40_45,,,,0.5078,0.4688,0.6484,comeback_by_deficit_inning_opponent_run_prevention.csv,,0.0312,0.0,0.0156
7.079,1.543,2.079,127,,,0.063,1.0,f5_1_5,up_5_plus,0.1575,0.4173,leader_under_pressure,,,0.3307,0.4724,0.0315,,,,lead_protection_by_lead_inning_team_strength.csv,lt_40,,,
-7.744,2.448,1.08,125,down_5_plus,0.032,,,early_1_3,,,,high_score_next_2_rebound,,,,,,0.408,0.408,0.552,comeback_by_deficit_inning_strength.csv,40_45,0.08,0.032,0.032
4.598,1.336,1.697,122,,,0.1311,0.918,f5_1_5,up_4,0.1311,0.4262,leader_under_pressure,,,0.3607,0.5328,0.082,,,,lead_protection_by_lead_inning_team_strength.csv,60_plus,,,
4.077,1.308,1.47,117,,,0.1197,0.8889,middle_6,up_4,0.1368,0.4017,leader_under_pressure,,,0.4359,0.5299,0.1111,,,,lead_protection_by_lead_inning_team_strength.csv,55_60,,,
-2.12,1.521,2.111,117,down_3,0.359,,,early_1_3,,,,high_tie_or_lead_rebound,,lt_40,,,,0.547,0.4701,0.6239,comeback_by_deficit_inning_opponent_run_prevention.csv,,0.4786,0.4359,0.4188
-4.034,1.914,1.828,116,down_4,0.1983,,,early_1_3,,,,high_score_next_2_rebound,,,,,,0.431,0.5345,0.6293,comeback_by_deficit_inning_strength.csv,55_60,0.25,0.2328,0.2155
1.455,1.598,1.214,112,,,0.2946,0.7679,middle_6,up_2,0.4107,0.4107,leader_under_pressure,,,0.4196,0.5179,0.2679,,,,lead_protection_by_lead_inning_team_strength.csv,40_45,,,
7.089,1.205,1.571,112,,,0.0804,0.9196,early_1_3,up_5_plus,0.0536,0.4554,leader_under_pressure,,,0.3929,0.5804,0.0804,,,,lead_protection_by_lead_inning_team_strength.csv,60_plus,,,
,,,112,,0.2768,,,middle_6,,,,high_score_next_2_rebound,lt_40,,,,,,0.4554,0.6875,response_after_allowed_by_inning_offense.csv,,,,
-0.4,1.055,1.482,110,down_1,0.4545,,,middle_6,,,,high_tie_or_lead_rebound,,lt_40,,,,0.4545,0.3909,0.5636,comeback_by_deficit_inning_opponent_run_prevention.csv,,0.5545,0.5182,0.9818
-7.245,1.736,1.445,110,down_5_plus,0.0727,,,early_1_3,,,,high_score_next_2_rebound,,,,,,0.4727,0.4727,0.6818,comeback_by_deficit_inning_strength.csv,lt_40,0.1545,0.1182,0.0636
6.434,1.0,1.321,106,,,0.0094,1.0,middle_6,up_5_plus,0.0283,0.4528,leader_under_pressure,,,0.3302,0.5094,0.0094,,,,lead_protection_by_lead_inning_team_strength.csv,40_45,,,
2.133,1.362,1.238,105,,,0.2857,0.7714,middle_6,up_3,0.2,0.4286,leader_under_pressure,,,0.3524,0.5905,0.2476,,,,lead_protection_by_lead_inning_team_strength.csv,40_45,,,
3.904,1.865,1.558,104,,,0.1923,0.8462,early_1_3,up_4,0.2212,0.5,leader_under_pressure,,,0.5673,0.6731,0.1923,,,,lead_protection_by_lead_inning_team_strength.csv,40_45,,,
-5.779,1.365,1.269,104,down_5_plus,0.0481,,,early_1_3,,,,high_score_next_2_rebound,,,,,,0.4615,0.4038,0.5865,comeback_by_deficit_inning_strength.csv,55_60,0.0865,0.0865,0.0481
5.165,1.34,1.67,103,,,0.233,0.835,early_1_3,up_4,0.233,0.4078,leader_under_pressure,,,0.3883,0.5049,0.1845,,,,lead_protection_by_lead_inning_team_strength.csv,60_plus,,,
-2.913,1.291,1.311,103,down_3,0.1553,,,middle_6,,,,high_score_next_2_rebound,,,,,,0.5049,0.4272,0.6214,comeback_by_deficit_inning_strength.csv,55_60,0.2621,0.1942,0.2913
-6.5,1.69,1.83,100,down_5_plus,0.1,,,f5_1_5,,,,high_score_next_2_rebound,,,,,,0.46,0.48,0.59,comeback_by_deficit_inning_strength.csv,60_plus,0.1,0.1,0.15
