id,game_pk,checked_at,status,inning,inning_half,outs,away_score,home_score,balls,strikes,runner_state,current_batter,current_pitcher
17520,824991,2026-06-16T23:45:21.814376,Live,7,top,1,3,5,2,0,1--,Brandon Lowe,Hogan Harris
17519,824912,2026-06-16T23:45:20.478268,Live,2,bottom,0,3,2,0,0,,Mike Yastrzemski,Adrian Houser
17518,823939,2026-06-16T23:45:19.228002,Live,7,bottom,3,0,1,2,3,,Alex Freeland,Drew Rasmussen
17517,823128,2026-06-16T23:45:17.886713,Live,8,bottom,0,1,3,1,1,1--,Rob Refsnyder,Keegan Akin
17516,825070,2026-06-16T23:44:46.283145,Live,8,top,1,7,0,3,2,-2-,Zach Neto,Drey Jameson
17515,824991,2026-06-16T23:44:44.929438,Live,7,top,1,3,5,0,0,1--,Brandon Lowe,Hogan Harris
17514,824912,2026-06-16T23:44:43.649200,Live,2,bottom,0,3,2,0,0,,Mike Yastrzemski,Adrian Houser
17513,823939,2026-06-16T23:44:42.322969,Live,7,bottom,2,0,1,2,2,,Alex Freeland,Drew Rasmussen
17512,823128,2026-06-16T23:44:40.985797,Live,8,bottom,0,1,3,0,0,1--,Rob Refsnyder,Keegan Akin
17511,825070,2026-06-16T23:44:09.334778,Live,8,top,1,7,0,2,1,-2-,Zach Neto,Drey Jameson
17510,824991,2026-06-16T23:44:08.018655,Live,7,top,1,3,5,3,1,,Spencer Horwitz,Hogan Harris
17509,824912,2026-06-16T23:44:06.732448,Live,2,bottom,0,3,2,0,0,,Mike Yastrzemski,Adrian Houser
17508,823939,2026-06-16T23:44:05.463902,Live,7,bottom,2,0,1,2,2,,Alex Freeland,Drew Rasmussen
17507,823128,2026-06-16T23:44:04.127877,Live,8,bottom,0,1,3,2,2,,Dominic Canzone,Keegan Akin
17506,825070,2026-06-16T23:43:32.431005,Live,8,top,1,7,0,0,1,-2-,Zach Neto,Drey Jameson
17505,824991,2026-06-16T23:43:31.134132,Live,7,top,1,3,5,0,1,,Spencer Horwitz,Hogan Harris
17504,824912,2026-06-16T23:43:29.859367,Live,2,bottom,0,3,2,0,0,,Mike Yastrzemski,Adrian Houser
17503,823939,2026-06-16T23:43:28.615766,Live,7,bottom,2,0,1,1,1,,Alex Freeland,Drew Rasmussen
17502,823128,2026-06-16T23:43:27.344068,Live,8,bottom,0,1,3,2,0,,Dominic Canzone,Keegan Akin
17501,825070,2026-06-16T23:42:55.646994,Live,8,top,1,7,0,0,1,-2-,Zach Neto,Drey Jameson
17500,824991,2026-06-16T23:42:54.308620,Live,7,top,0,3,5,2,2,,Jared Triolo,Hogan Harris
17499,824912,2026-06-16T23:42:53.024876,Live,2,bottom,0,3,2,0,0,,Mike Yastrzemski,Adrian Houser
17498,823939,2026-06-16T23:42:51.751980,Live,7,bottom,2,0,1,0,0,,Alex Freeland,Drew Rasmussen
17497,823128,2026-06-16T23:42:50.398962,Live,8,bottom,0,1,3,0,0,,Dominic Canzone,Keegan Akin
17496,825070,2026-06-16T23:42:18.763538,Live,8,top,1,6,0,1,1,-2-,Donovan Walton,Drey Jameson
17495,824991,2026-06-16T23:42:17.462986,Live,7,top,0,3,5,1,2,,Jared Triolo,Hogan Harris
17494,824912,2026-06-16T23:42:16.141633,Live,2,bottom,0,3,2,0,0,,Mike Yastrzemski,Adrian Houser
17493,823939,2026-06-16T23:42:14.813211,Live,7,bottom,1,0,1,1,2,,Ryan Ward,Drew Rasmussen
17492,823128,2026-06-16T23:42:13.518145,Live,8,bottom,0,1,3,0,0,,Dominic Canzone,Keegan Akin
17491,825070,2026-06-16T23:41:41.879216,Live,8,top,1,6,0,0,1,1--,Donovan Walton,Drey Jameson
17490,824991,2026-06-16T23:41:40.571384,Live,7,top,0,3,5,1,2,,Jared Triolo,Hogan Harris
17489,824912,2026-06-16T23:41:39.382681,Live,2,bottom,0,3,2,0,0,,Mike Yastrzemski,Adrian Houser
17488,823939,2026-06-16T23:41:38.059515,Live,7,bottom,1,0,1,0,1,,Ryan Ward,Drew Rasmussen
17487,823128,2026-06-16T23:41:36.736687,Live,8,top,3,1,3,0,0,,Taylor Ward,Eduard Bazardo
17486,825070,2026-06-16T23:41:05.065595,Live,8,top,1,6,0,0,0,1--,Donovan Walton,Drey Jameson
17485,824991,2026-06-16T23:41:03.785223,Live,7,top,0,3,5,0,0,,Jared Triolo,Hogan Harris
17484,824912,2026-06-16T23:41:02.517058,Live,2,bottom,0,3,2,0,0,,Mike Yastrzemski,Adrian Houser
17483,823939,2026-06-16T23:41:01.225227,Live,7,bottom,0,0,1,2,2,,Kyle Tucker,Drew Rasmussen
17482,823128,2026-06-16T23:40:59.969019,Live,8,top,3,1,3,0,0,,Taylor Ward,Eduard Bazardo
17481,825070,2026-06-16T23:40:28.396861,Live,8,top,1,6,0,0,1,,Logan O'Hoppe,Drey Jameson
17480,824991,2026-06-16T23:40:27.072865,Live,7,top,0,3,5,0,0,,Jared Triolo,Hogan Harris
17479,824912,2026-06-16T23:40:25.851032,Live,2,bottom,0,3,2,0,0,,Mike Yastrzemski,Adrian Houser
17478,823939,2026-06-16T23:40:24.602875,Live,7,bottom,0,0,1,1,2,,Kyle Tucker,Drew Rasmussen
17477,823128,2026-06-16T23:40:23.353213,Live,8,top,2,1,3,0,0,,Taylor Ward,Eduard Bazardo
17476,825070,2026-06-16T23:39:51.740274,Live,8,top,0,6,0,0,2,,Denzer Guzman,Drey Jameson
17475,824991,2026-06-16T23:39:50.439062,Live,6,bottom,3,3,5,1,3,,Henry Bolte,Evan Sisk
17474,824912,2026-06-16T23:39:49.201048,Live,2,bottom,0,3,2,0,0,,Mike Yastrzemski,Adrian Houser
17473,823939,2026-06-16T23:39:47.929857,Live,7,bottom,0,0,1,0,1,,Kyle Tucker,Drew Rasmussen
17472,823128,2026-06-16T23:39:46.707163,Live,8,top,1,1,3,3,2,,Jackson Holliday,Eduard Bazardo
17471,825070,2026-06-16T23:39:15.073380,Live,8,top,0,6,0,0,1,,Denzer Guzman,Drey Jameson
17470,824991,2026-06-16T23:39:13.791643,Live,6,bottom,3,3,5,1,3,,Henry Bolte,Evan Sisk
17469,824912,2026-06-16T23:39:12.553682,Live,2,bottom,0,3,2,0,0,,Mike Yastrzemski,Adrian Houser
17468,823939,2026-06-16T23:39:11.272136,Live,7,bottom,0,0,1,0,0,,Kyle Tucker,Drew Rasmussen
17467,823128,2026-06-16T23:39:09.992825,Live,8,top,1,1,3,1,2,,Jackson Holliday,Eduard Bazardo
17466,825070,2026-06-16T23:38:38.341035,Live,8,top,0,6,0,0,0,,Denzer Guzman,Drey Jameson
17465,824991,2026-06-16T23:38:37.041260,Live,6,bottom,3,3,5,1,3,,Henry Bolte,Evan Sisk
17464,824912,2026-06-16T23:38:35.804183,Live,2,bottom,0,3,2,0,0,,Mike Yastrzemski,Adrian Houser
17463,823939,2026-06-16T23:38:34.532082,Live,7,top,3,0,1,0,0,,Ben Williamson,Will Klein
17462,823128,2026-06-16T23:38:33.212398,Live,8,top,1,1,3,0,1,,Jackson Holliday,Eduard Bazardo
17461,825070,2026-06-16T23:38:01.549253,Live,7,bottom,3,6,0,1,1,,Ildemaro Vargas,Reid Detmers
17460,824991,2026-06-16T23:38:00.179147,Live,6,bottom,2,3,5,1,1,,Henry Bolte,Evan Sisk
17459,824912,2026-06-16T23:37:58.966078,Live,2,bottom,0,3,2,0,0,,Mike Yastrzemski,Adrian Houser
17458,823939,2026-06-16T23:37:57.680804,Live,7,top,3,0,1,0,0,,Ben Williamson,Will Klein
17457,823128,2026-06-16T23:37:56.384402,Live,8,top,1,1,3,1,0,,Blaze Alexander,Eduard Bazardo
17456,825070,2026-06-16T23:37:24.792274,Live,7,bottom,3,6,0,1,1,,Ildemaro Vargas,Reid Detmers
17455,824991,2026-06-16T23:37:23.453876,Live,6,bottom,2,3,5,0,0,,Henry Bolte,Evan Sisk
17454,824912,2026-06-16T23:37:22.168091,Live,2,bottom,0,3,2,0,0,,Mike Yastrzemski,Adrian Houser
17453,823939,2026-06-16T23:37:20.871588,Live,7,top,3,0,1,0,0,,Ben Williamson,Will Klein
17452,823128,2026-06-16T23:37:19.559748,Live,8,top,0,1,3,0,0,,Blaze Alexander,Eduard Bazardo
17451,825070,2026-06-16T23:36:47.961102,Live,7,bottom,2,6,0,1,1,,Ildemaro Vargas,Reid Detmers
17450,824991,2026-06-16T23:36:46.643274,Live,6,bottom,1,3,5,1,0,,Lawrence Butler,Evan Sisk
17449,824912,2026-06-16T23:36:45.353001,Live,2,bottom,0,3,2,0,0,,Mike Yastrzemski,Adrian Houser
17448,823939,2026-06-16T23:36:44.050913,Live,7,top,1,0,1,0,0,1--,Ben Williamson,Will Klein
17447,823128,2026-06-16T23:36:42.833453,Live,7,bottom,3,1,3,0,1,,Julio Rodríguez,Andrew Kittredge
17446,825070,2026-06-16T23:36:11.241929,Live,7,bottom,2,6,0,0,1,,Ildemaro Vargas,Reid Detmers
17445,824991,2026-06-16T23:36:09.970828,Live,6,bottom,1,3,5,0,0,,Lawrence Butler,Evan Sisk
17444,824912,2026-06-16T23:36:08.710155,Live,2,bottom,0,3,2,0,0,,Mike Yastrzemski,Adrian Houser
17443,823939,2026-06-16T23:36:06.453216,Live,7,top,0,0,1,3,2,1--,Ryan Vilade,Will Klein
17442,823128,2026-06-16T23:36:05.180291,Live,7,bottom,3,1,3,0,1,,Julio Rodríguez,Andrew Kittredge
17441,825070,2026-06-16T23:35:33.581593,Live,7,bottom,1,6,0,0,0,,Nolan Arenado,Reid Detmers
17440,824991,2026-06-16T23:35:32.272141,Live,6,bottom,1,3,5,0,0,,Lawrence Butler,Evan Sisk
17439,824912,2026-06-16T23:35:30.967345,Live,2,bottom,0,3,2,0,0,,Mike Yastrzemski,Adrian Houser
17438,823939,2026-06-16T23:35:29.682896,Live,7,top,0,0,1,2,2,1--,Ryan Vilade,Will Klein
17437,823128,2026-06-16T23:35:28.366794,Live,7,bottom,3,1,3,0,1,,Julio Rodríguez,Andrew Kittredge
17436,825070,2026-06-16T23:34:56.750018,Live,7,bottom,0,6,0,0,1,,Lourdes Gurriel Jr.,Reid Detmers
17435,824991,2026-06-16T23:34:55.475803,Live,6,bottom,1,3,5,0,0,,Lawrence Butler,Evan Sisk
17434,824912,2026-06-16T23:34:54.178999,Live,2,bottom,0,3,2,0,0,,Mike Yastrzemski,Adrian Houser
17433,823939,2026-06-16T23:34:52.917500,Live,7,top,0,0,1,2,0,1--,Ryan Vilade,Will Klein
17432,823128,2026-06-16T23:34:51.625456,Live,7,bottom,1,1,3,0,1,12-,Julio Rodríguez,Andrew Kittredge
17431,825070,2026-06-16T23:34:19.836968,Live,7,bottom,0,6,0,0,1,,Lourdes Gurriel Jr.,Reid Detmers
17430,824991,2026-06-16T23:34:18.489301,Live,6,bottom,1,3,5,0,0,,Lawrence Butler,Mitch Keller
17429,824912,2026-06-16T23:34:17.236751,Live,2,bottom,0,3,2,0,0,,Mike Yastrzemski,Adrian Houser
17428,823939,2026-06-16T23:34:15.895312,Live,7,top,0,0,1,0,1,1--,Ryan Vilade,Will Klein
17427,823128,2026-06-16T23:34:14.668219,Live,7,bottom,1,1,3,0,0,12-,Julio Rodríguez,Andrew Kittredge
17426,825070,2026-06-16T23:33:43.038684,Live,7,bottom,0,6,0,0,0,,Lourdes Gurriel Jr.,Reid Detmers
17425,824991,2026-06-16T23:33:41.787711,Live,6,bottom,1,3,4,2,2,,Zack Gelof,Mitch Keller
17424,824912,2026-06-16T23:33:40.554550,Live,2,bottom,0,3,2,0,0,,Mike Yastrzemski,Adrian Houser
17423,823939,2026-06-16T23:33:39.325138,Live,7,top,0,0,1,3,1,,Junior Caminero,Will Klein
17422,823128,2026-06-16T23:33:38.098578,Live,7,bottom,1,1,3,0,0,12-,Julio Rodríguez,Andrew Kittredge
17421,825070,2026-06-16T23:33:06.508724,Live,7,bottom,0,6,0,0,0,,Lourdes Gurriel Jr.,Reid Detmers
17420,824991,2026-06-16T23:33:05.132035,Live,6,bottom,1,3,4,2,1,,Zack Gelof,Mitch Keller
17419,824912,2026-06-16T23:33:03.841029,Live,2,bottom,0,3,2,0,0,,Mike Yastrzemski,Adrian Houser
17418,823939,2026-06-16T23:33:02.590300,Live,7,top,0,0,1,1,1,,Junior Caminero,Will Klein
17417,823128,2026-06-16T23:33:01.316961,Live,7,bottom,1,1,3,0,0,12-,Julio Rodríguez,Grant Wolfram
17416,825070,2026-06-16T23:32:29.662135,Live,7,top,3,6,0,0,3,,Jose Siri,Brandyn Garcia
17415,824991,2026-06-16T23:32:28.326843,Live,6,bottom,1,3,4,0,0,,Zack Gelof,Mitch Keller
17414,824912,2026-06-16T23:32:27.056156,Live,2,bottom,0,3,2,0,0,,Mike Yastrzemski,Adrian Houser
17413,823939,2026-06-16T23:32:25.823513,Live,7,top,0,0,1,0,0,,Junior Caminero,Will Klein
17412,823128,2026-06-16T23:32:24.532524,Live,7,bottom,1,1,3,0,0,12-,Julio Rodríguez,Grant Wolfram
17411,825070,2026-06-16T23:31:52.954786,Live,7,top,3,6,0,0,3,,Jose Siri,Brandyn Garcia
17410,824991,2026-06-16T23:31:51.661570,Live,6,bottom,0,3,4,3,2,,Carlos Cortes,Mitch Keller
17409,824912,2026-06-16T23:31:50.407724,Live,2,bottom,0,3,2,0,0,,Mike Yastrzemski,Adrian Houser
17408,823939,2026-06-16T23:31:49.167187,Live,6,bottom,3,0,1,0,1,,Max Muncy,Drew Rasmussen
17407,823128,2026-06-16T23:31:47.871323,Live,7,bottom,1,1,3,0,1,12-,Cal Raleigh,Grant Wolfram
17406,825070,2026-06-16T23:31:16.204862,Live,7,top,2,6,0,0,1,,Jose Siri,Brandyn Garcia
17405,824991,2026-06-16T23:31:14.921067,Live,6,bottom,0,3,4,2,2,,Carlos Cortes,Mitch Keller
17404,824912,2026-06-16T23:31:13.694066,Live,2,bottom,0,3,2,0,0,,Mike Yastrzemski,Adrian Houser
17403,823939,2026-06-16T23:31:12.448120,Live,6,bottom,3,0,1,0,1,,Max Muncy,Drew Rasmussen
17402,823128,2026-06-16T23:31:11.111897,Live,7,bottom,1,1,1,0,1,123,Cal Raleigh,Grant Wolfram
17401,825070,2026-06-16T23:30:39.565091,Live,7,top,2,6,0,0,3,,Nick Madrigal,Brandyn Garcia
17400,824991,2026-06-16T23:30:38.235705,Live,6,bottom,0,3,4,1,1,,Carlos Cortes,Mitch Keller
17399,824912,2026-06-16T23:30:36.961374,Live,2,bottom,0,3,2,0,0,,Mike Yastrzemski,Adrian Houser
17398,823939,2026-06-16T23:30:35.669499,Live,6,bottom,3,0,1,0,1,,Max Muncy,Drew Rasmussen
17397,823128,2026-06-16T23:30:34.370185,Live,7,bottom,1,1,1,0,0,123,Cal Raleigh,Grant Wolfram
17396,825070,2026-06-16T23:30:02.842125,Live,7,top,1,6,0,0,2,,Nick Madrigal,Brandyn Garcia
17395,824991,2026-06-16T23:30:01.554114,Live,6,bottom,0,3,4,0,0,,Carlos Cortes,Mitch Keller
17394,824912,2026-06-16T23:30:00.267451,Live,2,bottom,0,3,2,0,0,,Mike Yastrzemski,Adrian Houser
17393,823939,2026-06-16T23:29:58.981631,Live,6,bottom,2,0,1,0,0,1--,Max Muncy,Drew Rasmussen
17392,823128,2026-06-16T23:29:57.687189,Live,7,bottom,1,1,1,0,0,123,Cal Raleigh,Grant Wolfram
17391,825070,2026-06-16T23:29:26.001650,Live,7,top,1,6,0,0,1,,Nick Madrigal,Brandyn Garcia
17390,824991,2026-06-16T23:29:24.658050,Live,6,top,3,3,4,3,2,,Jake Mangum,Justin Sterner
17389,824912,2026-06-16T23:29:23.287601,Live,2,bottom,0,3,2,0,0,,Mike Yastrzemski,Adrian Houser
17388,823939,2026-06-16T23:29:22.019007,Live,6,bottom,1,0,1,0,0,1--,Mookie Betts,Drew Rasmussen
17387,823128,2026-06-16T23:29:20.791329,Live,7,bottom,1,1,1,3,2,-23,J.P. Crawford,Grant Wolfram
17386,825070,2026-06-16T23:28:49.185214,Live,7,top,0,6,0,3,2,,Jo Adell,Brandyn Garcia
17385,824991,2026-06-16T23:28:47.919467,Live,6,top,2,3,4,3,2,1--,Jake Mangum,Justin Sterner
17384,824912,2026-06-16T23:28:46.565220,Live,2,bottom,0,3,2,0,0,,Mike Yastrzemski,Adrian Houser
17383,823939,2026-06-16T23:28:45.291695,Live,6,bottom,1,0,1,0,0,1--,Mookie Betts,Drew Rasmussen
17382,823128,2026-06-16T23:28:43.942878,Live,7,bottom,1,1,1,2,2,-23,J.P. Crawford,Grant Wolfram
17381,825070,2026-06-16T23:28:12.388407,Live,7,top,0,6,0,2,2,,Jo Adell,Brandyn Garcia
17380,824991,2026-06-16T23:28:11.131857,Live,6,top,2,3,4,3,2,1--,Jake Mangum,Justin Sterner
17379,824912,2026-06-16T23:28:09.813381,Live,2,bottom,0,3,2,0,0,,Mike Yastrzemski,Adrian Houser
17378,823939,2026-06-16T23:28:08.578421,Live,6,bottom,1,0,1,3,2,,Freddie Freeman,Drew Rasmussen
17377,823128,2026-06-16T23:28:07.263232,Live,7,bottom,1,1,1,1,1,-23,J.P. Crawford,Grant Wolfram
17376,825070,2026-06-16T23:27:35.678603,Live,7,top,0,6,0,2,2,,Jo Adell,Brandyn Garcia
17375,824991,2026-06-16T23:27:34.270256,Live,6,top,2,3,4,3,2,1--,Jake Mangum,Justin Sterner
17374,824912,2026-06-16T23:27:32.976027,Live,2,bottom,0,3,2,0,0,,Mike Yastrzemski,Adrian Houser
17373,823939,2026-06-16T23:27:31.682501,Live,6,bottom,1,0,1,2,1,,Freddie Freeman,Drew Rasmussen
17372,823128,2026-06-16T23:27:30.372167,Live,7,bottom,1,1,1,0,0,-23,J.P. Crawford,Grant Wolfram
17371,825070,2026-06-16T23:26:58.754479,Live,7,top,0,6,0,2,1,,Jo Adell,Brandyn Garcia
17370,824991,2026-06-16T23:26:57.458463,Live,6,top,2,3,4,3,2,1--,Jake Mangum,Justin Sterner
17369,824912,2026-06-16T23:26:56.137527,Live,2,bottom,0,3,2,0,0,,Mike Yastrzemski,Adrian Houser
17368,823939,2026-06-16T23:26:54.841642,Live,6,bottom,1,0,1,1,0,,Freddie Freeman,Drew Rasmussen
17367,823128,2026-06-16T23:26:53.575523,Live,7,bottom,0,1,1,1,0,12-,Miles Mastrobuoni,Grant Wolfram
17366,825070,2026-06-16T23:26:21.953888,Live,7,top,0,6,0,0,0,,Jo Adell,Brandyn Garcia
17365,824991,2026-06-16T23:26:20.617195,Live,6,top,2,3,4,3,2,1--,Jake Mangum,Justin Sterner
17364,824912,2026-06-16T23:26:19.305529,Live,2,bottom,0,3,2,0,0,,Mike Yastrzemski,Adrian Houser
17363,823939,2026-06-16T23:26:17.974714,Live,6,bottom,1,0,1,1,1,,Andy Pages,Drew Rasmussen
17362,823128,2026-06-16T23:26:16.642000,Live,7,bottom,0,1,1,0,0,12-,Miles Mastrobuoni,Grant Wolfram
17361,825070,2026-06-16T23:25:45.000953,Live,7,top,0,6,0,0,0,,Jo Adell,Brandyn Garcia
17360,824991,2026-06-16T23:25:43.719934,Live,6,top,2,3,4,3,2,1--,Jake Mangum,Justin Sterner
17359,824912,2026-06-16T23:25:42.491201,Live,2,bottom,0,3,2,0,0,,Mike Yastrzemski,Adrian Houser
17358,823939,2026-06-16T23:25:41.234013,Live,6,bottom,0,0,1,0,1,,Andy Pages,Drew Rasmussen
17357,823128,2026-06-16T23:25:39.979496,Live,7,bottom,0,1,1,0,0,12-,Miles Mastrobuoni,Grant Wolfram
17356,825070,2026-06-16T23:25:08.410759,Live,6,bottom,3,6,0,0,3,,Corbin Carroll,Reid Detmers
17355,824991,2026-06-16T23:25:07.109528,Live,6,top,2,3,4,2,2,1--,Jake Mangum,Justin Sterner
17354,824912,2026-06-16T23:25:05.830578,Live,2,bottom,0,3,2,0,0,,Mike Yastrzemski,Adrian Houser
17353,823939,2026-06-16T23:25:04.528026,Live,6,bottom,0,0,1,0,0,,Andy Pages,Drew Rasmussen
17352,823128,2026-06-16T23:25:03.223527,Live,7,bottom,0,1,1,0,0,12-,Miles Mastrobuoni,Grant Wolfram
17351,825070,2026-06-16T23:24:31.566590,Live,6,bottom,3,6,0,0,3,,Corbin Carroll,Reid Detmers
17350,824991,2026-06-16T23:24:30.229581,Live,6,top,2,3,4,1,2,1--,Jake Mangum,Justin Sterner
17349,824912,2026-06-16T23:24:28.941437,Live,2,bottom,0,3,2,0,0,,Mike Yastrzemski,Adrian Houser
17348,823939,2026-06-16T23:24:27.624653,Live,6,bottom,0,0,0,0,0,,Shohei Ohtani,Drew Rasmussen
17347,823128,2026-06-16T23:24:26.371535,Live,7,bottom,0,1,1,0,0,12-,Miles Mastrobuoni,Brandon Young
17346,825070,2026-06-16T23:23:54.702282,Live,6,bottom,3,6,0,0,3,,Corbin Carroll,Reid Detmers
17345,824991,2026-06-16T23:23:53.405118,Live,6,top,2,3,4,1,1,1--,Jake Mangum,Justin Sterner
17344,824912,2026-06-16T23:23:52.171758,Live,2,bottom,0,3,2,0,0,,Mike Yastrzemski,Adrian Houser
17343,823939,2026-06-16T23:23:50.922217,Live,6,top,3,0,0,1,1,,Jonathan Aranda,Justin Wrobleski
17342,823128,2026-06-16T23:23:49.625184,Live,7,bottom,0,1,1,0,0,12-,Miles Mastrobuoni,Brandon Young
17341,825070,2026-06-16T23:23:18.017419,Live,6,bottom,2,6,0,0,1,1-3,Corbin Carroll,Reid Detmers
17340,824991,2026-06-16T23:23:16.713174,Live,6,top,1,3,4,1,3,1--,Tyler Callihan,Justin Sterner
17339,824912,2026-06-16T23:23:15.451074,Live,2,bottom,0,3,2,0,0,,Mike Yastrzemski,Adrian Houser
17338,823939,2026-06-16T23:23:14.148086,Live,6,top,3,0,0,1,1,,Jonathan Aranda,Justin Wrobleski
17337,823128,2026-06-16T23:23:12.871481,Live,7,bottom,0,1,1,2,0,1--,Colt Emerson,Brandon Young
17336,825070,2026-06-16T23:22:41.205870,Live,6,bottom,2,6,0,0,0,1-3,Corbin Carroll,Reid Detmers
17335,824991,2026-06-16T23:22:39.878482,Live,6,top,1,3,4,1,2,1--,Tyler Callihan,Justin Sterner
17334,824912,2026-06-16T23:22:38.572744,Live,2,bottom,0,3,2,0,0,,Mike Yastrzemski,Adrian Houser
17333,823939,2026-06-16T23:22:37.244354,Live,6,top,3,0,0,1,1,,Jonathan Aranda,Justin Wrobleski
17332,823128,2026-06-16T23:22:35.955544,Live,7,bottom,0,1,1,1,0,1--,Colt Emerson,Brandon Young
17331,825070,2026-06-16T23:22:04.340754,Live,6,bottom,2,6,0,2,1,1-3,Geraldo Perdomo,Reid Detmers
17330,824991,2026-06-16T23:22:02.956397,Live,6,top,1,3,4,0,1,1--,Tyler Callihan,Justin Sterner
17329,824912,2026-06-16T23:22:01.722370,Live,2,bottom,0,3,2,0,0,,Mike Yastrzemski,Adrian Houser
17328,823939,2026-06-16T23:22:00.421873,Live,6,top,2,0,0,1,1,1--,Jonathan Aranda,Justin Wrobleski
17327,823128,2026-06-16T23:21:59.102975,Live,7,bottom,0,1,1,1,1,,Victor Robles,Brandon Young
17326,825070,2026-06-16T23:21:27.450282,Live,6,bottom,2,6,0,2,1,1--,Geraldo Perdomo,Reid Detmers
17325,824991,2026-06-16T23:21:26.116059,Live,6,top,1,2,4,3,1,-2-,Endy Rodríguez,Justin Sterner
17324,824912,2026-06-16T23:21:24.801395,Live,2,bottom,0,3,2,0,0,,Mike Yastrzemski,Adrian Houser
17323,823939,2026-06-16T23:21:23.499301,Live,6,top,2,0,0,1,1,1--,Austin Slater,Justin Wrobleski
17322,823128,2026-06-16T23:21:22.163959,Live,7,bottom,0,1,1,0,0,,Victor Robles,Brandon Young
