date,candidate_id,game_pk,away_abbr,home_abbr,derivative_type,read_type,side,inning,half_inning,score_away,score_home,trigger_event_type,status,overall_watch_score,candidate_ts,anchor_ts_raw,anchor_ts_utc,market_ticker,yes_bid_before120,yes_ask_before120,mid_before120,yes_bid_before60,yes_ask_before60,mid_before60,yes_bid_before30,yes_ask_before30,mid_before30,yes_bid_at,yes_ask_at,mid_at,spread_at,yes_bid_after30,yes_ask_after30,mid_after30,yes_bid_after60,yes_ask_after60,mid_after60,yes_bid_after120,yes_ask_after120,mid_after120,yes_bid_after300,yes_ask_after300,mid_after300,delta_mid_30s,delta_mid_60s,delta_mid_120s,max_mid_after_300s,min_mid_after_300s,reversal_from_peak,time_to_first_meaningful_move_s,snaps_in_window,first_snapshot_utc,last_snapshot_utc,seconds_to_nearest_at_snapshot
2026-06-15,901,824181,DET,HOU,fg_total,market_overreaction,NO,5,bottom,6,3,full_game_total_reprice,observed_only,69.4,2026-06-15T21:52:52.907501,2026-06-15T21:52:52.907501,2026-06-16T01:52:52.907501+00:00,KXMLBTOTAL-26JUN152010DETHOU-7,,,,,,,,,,,,,,,,,,,,94,96,95,,,,,,,95,95,,,1,2026-06-15T16:52:33.564746+00:00,2026-06-16T04:04:10.105850+00:00,
2026-06-15,902,824181,DET,HOU,team_total,team_total_lag,YES,5,bottom,6,3,trailing_team_total_lag,observed_only,62.4,2026-06-15T21:52:52.907939,2026-06-15T21:52:52.907939,2026-06-16T01:52:52.907939+00:00,KXMLBTEAMTOTAL-26JUN152010DETHOU-HOU2,,,,,,,,,,,,,,,,,,,,74,80,77,,,,,,,77,77,,,1,2026-06-15T16:52:33.564746+00:00,2026-06-16T03:59:50.851572+00:00,
2026-06-15,903,822887,MIN,TEX,fg_total,market_overreaction,NO,8,top,4,2,full_game_total_reprice,blocked,63.1,2026-06-15T21:56:53.629676,2026-06-15T21:56:53.629676,2026-06-16T01:56:53.629676+00:00,KXMLBTOTAL-26JUN152005MINTEX-8,73,74,73,73,74,73,,,,,,,,,,,,,,,,,,,,,,,73,73,,,2,2026-06-15T16:52:33.564746+00:00,2026-06-16T04:04:10.105850+00:00,
2026-06-15,904,824181,DET,HOU,fg_total,market_overreaction,NO,5,bottom,6,3,full_game_total_reprice,blocked,69.4,2026-06-15T21:58:54.323939,2026-06-15T21:58:54.323939,2026-06-16T01:58:54.323939+00:00,KXMLBTOTAL-26JUN152010DETHOU-7,,,,,,,,,,,,,,94,96,95,94,96,95,,,,94,96,95,,,,95,95,0,,1,2026-06-15T16:52:33.564746+00:00,2026-06-16T04:04:10.105850+00:00,
2026-06-15,905,824181,DET,HOU,team_total,team_total_lag,YES,5,bottom,6,3,trailing_team_total_lag,blocked,62.4,2026-06-15T21:58:54.324245,2026-06-15T21:58:54.324245,2026-06-16T01:58:54.324245+00:00,KXMLBTEAMTOTAL-26JUN152010DETHOU-HOU2,,,,,,,,,,,,,,74,80,77,74,80,77,,,,74,80,77,,,,77,77,0,,1,2026-06-15T16:52:33.564746+00:00,2026-06-16T03:59:50.851572+00:00,
2026-06-15,906,822887,MIN,TEX,fg_total,market_overreaction,NO,8,bottom,4,2,full_game_total_reprice,blocked,63.1,2026-06-15T22:03:54.495117,2026-06-15T22:03:54.495117,2026-06-16T02:03:54.495117+00:00,KXMLBTOTAL-26JUN152005MINTEX-8,,,,,,,,,,73,74,73,1,73,74,73,73,74,73,,,,73,74,73,0,0,,73,73,0,,1,2026-06-15T16:52:33.564746+00:00,2026-06-16T04:04:10.105850+00:00,30.5
2026-06-15,907,822887,MIN,TEX,fg_total,market_overreaction,NO,8,bottom,4,2,full_game_total_reprice,blocked,63.1,2026-06-15T22:05:55.176530,2026-06-15T22:05:55.176530,2026-06-16T02:05:55.176530+00:00,KXMLBTOTAL-26JUN152005MINTEX-8,73,74,73,73,74,73,,,,,,,,,,,,,,,,,,,,,,,73,73,,,2,2026-06-15T16:52:33.564746+00:00,2026-06-16T04:04:10.105850+00:00,
2026-06-15,908,824181,DET,HOU,fg_total,market_overreaction,NO,6,top,6,3,full_game_total_reprice,observed_only,69.4,2026-06-15T22:05:55.178624,2026-06-15T22:05:55.178624,2026-06-16T02:05:55.178624+00:00,KXMLBTOTAL-26JUN152010DETHOU-7,94,96,95,94,96,95,,,,,,,,,,,,,,,,,,,,,,,95,95,,,2,2026-06-15T16:52:33.564746+00:00,2026-06-16T04:04:10.105850+00:00,
2026-06-15,909,824181,DET,HOU,team_total,team_total_lag,YES,6,top,6,3,trailing_team_total_lag,observed_only,62.4,2026-06-15T22:05:55.178894,2026-06-15T22:05:55.178894,2026-06-16T02:05:55.178894+00:00,KXMLBTEAMTOTAL-26JUN152010DETHOU-HOU2,74,80,77,74,80,77,,,,,,,,,,,,,,,,,,,,,,,77,77,,,2,2026-06-15T16:52:33.564746+00:00,2026-06-16T03:59:50.851572+00:00,
2026-06-15,910,824181,DET,HOU,fg_total,market_overreaction,NO,6,top,6,3,full_game_total_reprice,blocked,69.4,2026-06-15T22:07:55.529232,2026-06-15T22:07:55.529232,2026-06-16T02:07:55.529232+00:00,KXMLBTOTAL-26JUN152010DETHOU-7,,,,,,,,,,,,,,,,,94,96,95,94,96,95,,,,,,,95,95,,,1,2026-06-15T16:52:33.564746+00:00,2026-06-16T04:04:10.105850+00:00,
2026-06-15,911,824181,DET,HOU,team_total,team_total_lag,YES,6,top,6,3,trailing_team_total_lag,blocked,62.4,2026-06-15T22:07:55.529505,2026-06-15T22:07:55.529505,2026-06-16T02:07:55.529505+00:00,KXMLBTEAMTOTAL-26JUN152010DETHOU-HOU2,,,,,,,,,,,,,,,,,74,80,77,74,80,77,,,,,,,77,77,,,1,2026-06-15T16:52:33.564746+00:00,2026-06-16T03:59:50.851572+00:00,
2026-06-15,912,822887,MIN,TEX,fg_total,market_overreaction,NO,9,top,4,2,full_game_total_reprice,blocked,63.1,2026-06-15T22:11:56.344495,2026-06-15T22:11:56.344495,2026-06-16T02:11:56.344495+00:00,KXMLBTOTAL-26JUN152005MINTEX-8,73,74,73,,,,,,,,,,,,,,,,,73,74,73,,,,,,,73,73,,,15,2026-06-15T16:52:33.564746+00:00,2026-06-16T04:04:10.105850+00:00,
2026-06-15,913,824181,DET,HOU,fg_total,market_overreaction,NO,6,bottom,6,3,full_game_total_reprice,observed_only,69.4,2026-06-15T22:12:56.360288,2026-06-15T22:12:56.360288,2026-06-16T02:12:56.360288+00:00,KXMLBTOTAL-26JUN152010DETHOU-7,,,,,,,,,,,,,,94,96,95,94,96,95,,,,,,,,,,95,95,,,22,2026-06-15T16:52:33.564746+00:00,2026-06-16T04:04:10.105850+00:00,
2026-06-15,914,824181,DET,HOU,team_total,team_total_lag,YES,6,bottom,6,3,trailing_team_total_lag,observed_only,62.4,2026-06-15T22:12:56.360685,2026-06-15T22:12:56.360685,2026-06-16T02:12:56.360685+00:00,KXMLBTEAMTOTAL-26JUN152010DETHOU-HOU2,,,,,,,,,,,,,,74,80,77,74,80,77,,,,,,,,,,77,77,,,22,2026-06-15T16:52:33.564746+00:00,2026-06-16T03:59:50.851572+00:00,
2026-06-15,915,822887,MIN,TEX,fg_total,market_overreaction,NO,9,bottom,4,2,full_game_total_reprice,blocked,63.1,2026-06-15T22:16:56.577801,2026-06-15T22:16:56.577801,2026-06-16T02:16:56.577801+00:00,KXMLBTOTAL-26JUN152005MINTEX-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,73,,,46,2026-06-15T16:52:33.564746+00:00,2026-06-16T04:04:10.105850+00:00,-0.0
2026-06-15,916,823938,TB,LAD,team_total,team_total_lag,YES,1,top,2,0,trailing_team_total_lag,observed_only,58.9,2026-06-15T22:17:56.591711,2026-06-15T22:17:56.591711,2026-06-16T02:17:56.591711+00:00,KXMLBTEAMTOTAL-26JUN152210TBLAD-LAD6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,44,,,33,2026-06-15T16:52:33.564746+00:00,2026-06-16T03:59:50.851572+00:00,0.4
2026-06-15,917,824993,PIT,ATH,team_total,team_total_lag,YES,2,bottom,0,3,trailing_team_total_lag,observed_only,86.5,2026-06-15T22:17:56.595159,2026-06-15T22:17:56.595159,2026-06-16T02:17:56.595159+00:00,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,78,,,33,2026-06-15T16:52:33.564746+00:00,2026-06-16T03:59:50.851572+00:00,0.4
2026-06-15,918,824181,DET,HOU,fg_total,market_overreaction,NO,7,top,6,3,full_game_total_reprice,observed_only,69.4,2026-06-15T22:18:56.607494,2026-06-15T22:18:56.607494,2026-06-16T02:18:56.607494+00:00,KXMLBTOTAL-26JUN152010DETHOU-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,95,,,46,2026-06-15T16:52:33.564746+00:00,2026-06-16T04:04:10.105850+00:00,4.0
2026-06-15,919,824181,DET,HOU,fg_total,market_overreaction,NO,7,top,6,3,full_game_total_reprice,blocked,69.4,2026-06-15T22:20:57.290539,2026-06-15T22:20:57.290539,2026-06-16T02:20:57.290539+00:00,KXMLBTOTAL-26JUN152010DETHOU-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,95,,,47,2026-06-15T16:52:33.564746+00:00,2026-06-16T04:04:10.105850+00:00,-4.1
2026-06-15,920,823938,TB,LAD,team_total,team_total_lag,YES,1,bottom,2,0,trailing_team_total_lag,observed_only,58.9,2026-06-15T22:21:57.302526,2026-06-15T22:21:57.302526,2026-06-16T02:21:57.302526+00:00,KXMLBTEAMTOTAL-26JUN152210TBLAD-LAD6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,44,,,47,2026-06-15T16:52:33.564746+00:00,2026-06-16T03:59:50.851572+00:00,4.4
2026-06-15,921,824181,DET,HOU,fg_total,market_overreaction,NO,7,top,8,3,full_game_total_reprice,observed_only,69.4,2026-06-15T22:21:57.303192,2026-06-15T22:21:57.303192,2026-06-16T02:21:57.303192+00:00,KXMLBTOTAL-26JUN152010DETHOU-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,95,,,46,2026-06-15T16:52:33.564746+00:00,2026-06-16T04:04:10.105850+00:00,-1.8
2026-06-15,922,824993,PIT,ATH,team_total,team_total_lag,YES,3,top,0,3,trailing_team_total_lag,observed_only,86.5,2026-06-15T22:22:57.321032,2026-06-15T22:22:57.321032,2026-06-16T02:22:57.321032+00:00,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,78,,,48,2026-06-15T16:52:33.564746+00:00,2026-06-16T03:59:50.851572+00:00,0.8
2026-06-15,923,824181,DET,HOU,fg_total,market_overreaction,NO,7,bottom,8,3,full_game_total_reprice,observed_only,69.4,2026-06-15T22:27:57.386293,2026-06-15T22:27:57.386293,2026-06-16T02:27:57.386293+00:00,KXMLBTOTAL-26JUN152010DETHOU-7,,,,,,,94,96,95,,,,,,,,,,,,,,,,,,,,95,95,,,40,2026-06-15T16:52:33.564746+00:00,2026-06-16T04:04:10.105850+00:00,2.4
2026-06-15,924,824993,PIT,ATH,team_total,team_total_lag,YES,3,top,0,3,trailing_team_total_lag,blocked,86.5,2026-06-15T22:27:57.387528,2026-06-15T22:27:57.387528,2026-06-16T02:27:57.387528+00:00,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,,,,,,,77,79,78,,,,,,,,,,,,,,,,,,,,78,78,,,47,2026-06-15T16:52:33.564746+00:00,2026-06-16T03:59:50.851572+00:00,2.4
2026-06-15,925,823938,TB,LAD,team_total,team_total_lag,YES,2,top,2,0,trailing_team_total_lag,observed_only,58.9,2026-06-15T22:28:57.399210,2026-06-15T22:28:57.399210,2026-06-16T02:28:57.399210+00:00,KXMLBTEAMTOTAL-26JUN152210TBLAD-LAD6,,,,43,45,44,,,,,,,,,,,,,,,,,,,,,,,44,44,,,35,2026-06-15T16:52:33.564746+00:00,2026-06-16T03:59:50.851572+00:00,1.5
2026-06-15,926,823938,TB,LAD,team_total,team_total_lag,YES,2,top,2,0,trailing_team_total_lag,blocked,58.9,2026-06-15T22:29:57.412887,2026-06-15T22:29:57.412887,2026-06-16T02:29:57.412887+00:00,KXMLBTEAMTOTAL-26JUN152210TBLAD-LAD6,43,45,44,,,,,,,,,,,,,,,,,,,,,,,,,,44,44,,,40,2026-06-15T16:52:33.564746+00:00,2026-06-16T03:59:50.851572+00:00,-2.5
2026-06-15,927,824181,DET,HOU,fg_total,market_overreaction,NO,7,bottom,8,3,full_game_total_reprice,blocked,69.4,2026-06-15T22:33:58.227517,2026-06-15T22:33:58.227517,2026-06-16T02:33:58.227517+00:00,KXMLBTOTAL-26JUN152010DETHOU-7,94,96,95,,,,,,,,,,,,,,,,,,,,,,,,,,95,95,,,41,2026-06-15T16:52:33.564746+00:00,2026-06-16T04:04:10.105850+00:00,0.8
2026-06-15,928,823938,TB,LAD,team_total,team_total_lag,YES,2,top,3,0,trailing_team_total_lag,blocked,58.9,2026-06-15T22:34:58.241479,2026-06-15T22:34:58.241479,2026-06-16T02:34:58.241479+00:00,KXMLBTEAMTOTAL-26JUN152210TBLAD-LAD6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,44,,,46,2026-06-15T16:52:33.564746+00:00,2026-06-16T03:59:50.851572+00:00,2.6
2026-06-15,929,824993,PIT,ATH,team_total,team_total_lag,YES,3,bottom,0,3,trailing_team_total_lag,observed_only,86.5,2026-06-15T22:35:58.256601,2026-06-15T22:35:58.256601,2026-06-16T02:35:58.256601+00:00,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,78,,,35,2026-06-15T16:52:33.564746+00:00,2026-06-16T03:59:50.851572+00:00,1.3
2026-06-15,930,823938,TB,LAD,team_total,team_total_lag,YES,2,top,3,0,trailing_team_total_lag,observed_only,58.9,2026-06-15T22:36:58.269800,2026-06-15T22:36:58.269800,2026-06-16T02:36:58.269800+00:00,KXMLBTEAMTOTAL-26JUN152210TBLAD-LAD6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,44,,,47,2026-06-15T16:52:33.564746+00:00,2026-06-16T03:59:50.851572+00:00,3.4
2026-06-15,931,823938,TB,LAD,team_total,team_total_lag,YES,2,bottom,3,0,trailing_team_total_lag,observed_only,58.9,2026-06-15T22:38:58.558299,2026-06-15T22:38:58.558299,2026-06-16T02:38:58.558299+00:00,KXMLBTEAMTOTAL-26JUN152210TBLAD-LAD6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,44,,,46,2026-06-15T16:52:33.564746+00:00,2026-06-16T03:59:50.851572+00:00,-4.4
2026-06-15,932,823938,TB,LAD,team_total,team_total_lag,YES,2,bottom,3,0,trailing_team_total_lag,blocked,58.9,2026-06-15T22:39:58.572369,2026-06-15T22:39:58.572369,2026-06-16T02:39:58.572369+00:00,KXMLBTEAMTOTAL-26JUN152210TBLAD-LAD6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,44,,,46,2026-06-15T16:52:33.564746+00:00,2026-06-16T03:59:50.851572+00:00,0.1
2026-06-15,933,824181,DET,HOU,fg_total,market_overreaction,NO,8,top,8,3,full_game_total_reprice,blocked,69.4,2026-06-15T22:39:58.573111,2026-06-15T22:39:58.573111,2026-06-16T02:39:58.573111+00:00,KXMLBTOTAL-26JUN152010DETHOU-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,95,,,41,2026-06-15T16:52:33.564746+00:00,2026-06-16T04:04:10.105850+00:00,0.1
2026-06-15,934,824993,PIT,ATH,team_total,team_total_lag,YES,4,top,0,3,trailing_team_total_lag,observed_only,86.5,2026-06-15T22:41:58.610892,2026-06-15T22:41:58.610892,2026-06-16T02:41:58.610892+00:00,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,78,,,42,2026-06-15T16:52:33.564746+00:00,2026-06-16T03:59:50.851572+00:00,1.5
2026-06-15,935,824181,DET,HOU,fg_total,market_overreaction,NO,8,top,8,3,full_game_total_reprice,blocked,69.4,2026-06-15T22:42:58.623416,2026-06-15T22:42:58.623416,2026-06-16T02:42:58.623416+00:00,KXMLBTOTAL-26JUN152010DETHOU-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,95,,,46,2026-06-15T16:52:33.564746+00:00,2026-06-16T04:04:10.105850+00:00,-2.5
2026-06-15,936,824993,PIT,ATH,team_total,team_total_lag,YES,4,top,0,3,trailing_team_total_lag,blocked,86.5,2026-06-15T22:43:58.639748,2026-06-15T22:43:58.639748,2026-06-16T02:43:58.639748+00:00,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,78,,,47,2026-06-15T16:52:33.564746+00:00,2026-06-16T03:59:50.851572+00:00,2.4
2026-06-15,937,824181,DET,HOU,fg_total,market_overreaction,NO,8,bottom,8,3,full_game_total_reprice,blocked,69.4,2026-06-15T22:49:58.981088,2026-06-15T22:49:58.981088,2026-06-16T02:49:58.981088+00:00,KXMLBTOTAL-26JUN152010DETHOU-7,,,,94,96,95,94,96,95,,,,,,,,,,,,,,,,,,,,95,95,,,35,2026-06-15T16:52:33.564746+00:00,2026-06-16T04:04:10.105850+00:00,0.2
2026-06-15,938,824181,DET,HOU,fg_total,market_overreaction,NO,8,bottom,8,3,full_game_total_reprice,blocked,69.4,2026-06-15T22:50:58.993224,2026-06-15T22:50:58.993224,2026-06-16T02:50:58.993224+00:00,KXMLBTOTAL-26JUN152010DETHOU-7,94,96,95,,,,,,,,,,,,,,,,,,,,,,,,,,95,95,,,42,2026-06-15T16:52:33.564746+00:00,2026-06-16T04:04:10.105850+00:00,-4.4
2026-06-15,939,824993,PIT,ATH,team_total,team_total_lag,YES,4,top,1,3,trailing_team_total_lag,blocked,86.5,2026-06-15T22:51:59.006918,2026-06-15T22:51:59.006918,2026-06-16T02:51:59.006918+00:00,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,77,79,78,,,,,,,,,,,,,,,,,,,,,,,,,,78,78,,,34,2026-06-15T16:52:33.564746+00:00,2026-06-16T03:59:50.851572+00:00,2.9
2026-06-15,940,824993,PIT,ATH,team_total,team_total_lag,YES,4,top,1,3,trailing_team_total_lag,observed_only,86.5,2026-06-15T22:54:59.047534,2026-06-15T22:54:59.047534,2026-06-16T02:54:59.047534+00:00,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,78,,,47,2026-06-15T16:52:33.564746+00:00,2026-06-16T03:59:50.851572+00:00,-1.7
2026-06-15,941,824181,DET,HOU,fg_total,market_overreaction,NO,9,top,8,3,full_game_total_reprice,blocked,69.4,2026-06-15T22:55:59.059598,2026-06-15T22:55:59.059598,2026-06-16T02:55:59.059598+00:00,KXMLBTOTAL-26JUN152010DETHOU-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,95,,,46,2026-06-15T16:52:33.564746+00:00,2026-06-16T04:04:10.105850+00:00,-2.5
2026-06-15,942,824993,PIT,ATH,team_total,team_total_lag,YES,4,bottom,1,3,trailing_team_total_lag,blocked,86.5,2026-06-15T22:56:59.075107,2026-06-15T22:56:59.075107,2026-06-16T02:56:59.075107+00:00,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,78,,,46,2026-06-15T16:52:33.564746+00:00,2026-06-16T03:59:50.851572+00:00,-3.8
2026-06-15,943,824181,DET,HOU,fg_total,market_overreaction,NO,9,top,9,3,full_game_total_reprice,blocked,69.4,2026-06-15T22:59:59.110896,2026-06-15T22:59:59.110896,2026-06-16T02:59:59.110896+00:00,KXMLBTOTAL-26JUN152010DETHOU-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,95,,,46,2026-06-15T16:52:33.564746+00:00,2026-06-16T04:04:10.105850+00:00,-0.7
2026-06-15,944,824993,PIT,ATH,team_total,team_total_lag,YES,4,bottom,1,5,trailing_team_total_lag,observed_only,86.5,2026-06-15T22:59:59.112287,2026-06-15T22:59:59.112287,2026-06-16T02:59:59.112287+00:00,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,78,,,46,2026-06-15T16:52:33.564746+00:00,2026-06-16T03:59:50.851572+00:00,2.4
2026-06-15,945,824993,PIT,ATH,team_total,team_total_lag,YES,4,bottom,1,5,trailing_team_total_lag,blocked,86.5,2026-06-15T23:01:59.140583,2026-06-15T23:01:59.140583,2026-06-16T03:01:59.140583+00:00,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,78,,,45,2026-06-15T16:52:33.564746+00:00,2026-06-16T03:59:50.851572+00:00,3.8
2026-06-15,946,824181,DET,HOU,fg_total,market_overreaction,NO,9,bottom,9,3,full_game_total_reprice,blocked,69.4,2026-06-15T23:05:59.833217,2026-06-15T23:05:59.833217,2026-06-16T03:05:59.833217+00:00,KXMLBTOTAL-26JUN152010DETHOU-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,95,,,40,2026-06-15T16:52:33.564746+00:00,2026-06-16T04:04:10.105850+00:00,0.7
2026-06-15,947,824993,PIT,ATH,team_total,team_total_lag,YES,5,top,1,5,trailing_team_total_lag,observed_only,86.5,2026-06-15T23:05:59.834910,2026-06-15T23:05:59.834910,2026-06-16T03:05:59.834910+00:00,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,78,,,46,2026-06-15T16:52:33.564746+00:00,2026-06-16T03:59:50.851572+00:00,3.8
2026-06-15,948,824993,PIT,ATH,team_total,team_total_lag,YES,5,bottom,1,5,trailing_team_total_lag,observed_only,86.5,2026-06-15T23:09:59.887806,2026-06-15T23:09:59.887806,2026-06-16T03:09:59.887806+00:00,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,78,,,47,2026-06-15T16:52:33.564746+00:00,2026-06-16T03:59:50.851572+00:00,3.8
2026-06-15,949,824993,PIT,ATH,team_total,team_total_lag,YES,5,bottom,1,5,trailing_team_total_lag,blocked,86.5,2026-06-15T23:12:59.924413,2026-06-15T23:12:59.924413,2026-06-16T03:12:59.924413+00:00,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,78,,,48,2026-06-15T16:52:33.564746+00:00,2026-06-16T03:59:50.851572+00:00,-1.3
2026-06-15,950,824993,PIT,ATH,team_total,team_total_lag,YES,5,bottom,1,6,trailing_team_total_lag,blocked,86.5,2026-06-15T23:16:59.970931,2026-06-15T23:16:59.970931,2026-06-16T03:16:59.970931+00:00,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,78,,,48,2026-06-15T16:52:33.564746+00:00,2026-06-16T03:59:50.851572+00:00,-4.4
2026-06-15,951,824993,PIT,ATH,team_total,team_total_lag,YES,5,bottom,1,6,trailing_team_total_lag,observed_only,86.5,2026-06-15T23:21:00.286743,2026-06-15T23:21:00.286743,2026-06-16T03:21:00.286743+00:00,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,78,,,48,2026-06-15T16:52:33.564746+00:00,2026-06-16T03:59:50.851572+00:00,2.4
2026-06-15,952,824993,PIT,ATH,team_total,team_total_lag,YES,6,top,1,6,trailing_team_total_lag,observed_only,86.5,2026-06-15T23:23:00.309470,2026-06-15T23:23:00.309470,2026-06-16T03:23:00.309470+00:00,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,78,,,48,2026-06-15T16:52:33.564746+00:00,2026-06-16T03:59:50.851572+00:00,1.3
2026-06-15,953,824993,PIT,ATH,team_total,team_total_lag,YES,6,top,1,6,trailing_team_total_lag,blocked,86.5,2026-06-15T23:24:00.321389,2026-06-15T23:24:00.321389,2026-06-16T03:24:00.321389+00:00,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,78,,,47,2026-06-15T16:52:33.564746+00:00,2026-06-16T03:59:50.851572+00:00,-4.1
2026-06-15,954,824993,PIT,ATH,team_total,team_total_lag,YES,6,bottom,1,6,trailing_team_total_lag,observed_only,86.5,2026-06-15T23:32:00.418935,2026-06-15T23:32:00.418935,2026-06-16T03:32:00.418935+00:00,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,77,79,78,,,,,,,,,,,,,,,,,,,,,,,,,,78,78,,,34,2026-06-15T16:52:33.564746+00:00,2026-06-16T03:59:50.851572+00:00,2.5
2026-06-15,955,824993,PIT,ATH,team_total,team_total_lag,YES,6,bottom,1,6,trailing_team_total_lag,blocked,86.5,2026-06-15T23:36:00.464863,2026-06-15T23:36:00.464863,2026-06-16T03:36:00.464863+00:00,KXMLBTEAMTOTAL-26JUN152140PITATH-PIT3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,78,,,48,2026-06-15T16:52:33.564746+00:00,2026-06-16T03:59:50.851572+00:00,0.2
